CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	 2006	Q4 2006	 2005
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9	0	0
Vốn chủ sở hữu ###Owners equity	671365	667330	666276	668872	690675	671427	613313	558763	564530	521332	425034	379870	373963	374951	373610	365781	354613	352384	352836	346198	339108	290253	300321	301610	296719	284103	272531	280388	280462	282557	277248	270805	268995	272524	262326	261576	267670	275224	275374	279046	276883	261779	298095	296165	317715	288652	237548	228311	228311	243636	239133	197701	171160	177217	161237	153626	142071	139451	137641	147878	139466	116090	129109	130622	116713	106615	52092	52092	0
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6594	0	4102	4108	4437	4437	1140	1091	1091	0	1938	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	671365	667330	666276	668872	690675	671427	613313	558763	564530	521332	425034	379870	373963	374951	373610	365781	354613	352384	352836	346198	339108	290253	300321	301610	296719	284103	272531	280388	280462	282557	277248	270805	268995	272524	262326	261576	267670	275224	275374	279046	276883	261779	298095	296165	317715	288652	237548	228311	228311	243636	239133	197701	171160	170623	161237	149524	137963	135014	133204	146738	138376	114999	129109	128684	116713	106615	52092	0	23994
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23715	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794453	750114	718957	722285	776408	804087	789344	831753	829872	740630	729676	714613	793378	795709	690054	735230	760110	726085	714803	688313	664817	590318	613944	613944	489347	425078	367057	373455	373458	372610	318201	244669	216622	216485	169065	156609	137722	137722	107146



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	 2006	Q4 2006	Q3 2006	Q2 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	242209	237392	1423666	339529	261675	376275	446187	1693525	499738	469478	391974	332334	1190429	302034	286684	319034	282677	1291582	311723	370190	337097	271013	1143691	288512	284070	346383	222648	855713	251045	170071	210658	223939	990819	265036	231953	276292	217539	1033667	246921	250945	302483	233319	1292239	355057	311131	374026	252025	1079706	297300	262106	267518	252782	725614	252336	176441	173905	122932	651210	132121	190021	180742	148326	538903	158769	133263	133032	311275	111074	79168	121031	0
Các khoản giảm trừ doanh thu###Deduction revenues	675	3095	6131	1536	723	2874	998	4671	1201	543	2669	259	2730	322	1953	211	244	2108	425	248	633	803	4216	3635	26	518	37	1223	0	0	1083	140	3608	880	978	1559	191	1473	50	513	718	192	4199	1407	1682	667	443	1267	301	213	14	738	5478	725	1875	1387	1490	2075	1927	59	37	51	1454	573	442	439	0	0	0	0	0
Doanh thu thuần###Net Sales	241534	234297	1417535	337992	260952	373402	445189	1688854	498537	468935	389305	332076	1187699	301711	284731	318824	282433	1289474	311299	369943	336464	270210	1139475	284878	284044	345865	222611	854490	251045	170071	209575	223799	987212	264156	230975	274734	217348	1032195	246871	250432	301764	233127	1288041	353650	309449	373359	251583	1078439	296999	261892	267503	252044	720137	251610	174565	172518	121442	649135	130194	189962	180704	148275	537449	158196	132820	132593	311275	111074	79168	121031	88475
Giá vốn hàng bán###Cost of goods sold	205637	205046	1102298	282307	203523	270490	346068	1260026	360044	320447	292778	286902	1008432	262814	241235	260497	244059	1099160	262715	316745	283793	233874	967101	246935	229207	288750	200405	732310	226417	137120	172480	196293	832858	217902	196125	228019	190812	904719	221984	218470	256110	208353	1047123	314498	240171	281100	211354	902676	253847	222451	0	0	0	0	0	0	105524	0	107522	150615	139728	117840	0	128411	108468	104596	0	87232	60843	103744	76927
Lợi nhuận gộp###Gross profit	35897	29251	315237	55685	57428	102912	99121	428827	138493	148489	96527	45174	179267	38898	43496	58327	38373	190314	48584	53198	52671	36337	172374	37942	54836	57116	22206	122179	24627	32951	37095	27506	154354	46253	34850	46715	26536	127476	24887	31962	45654	24774	240917	39152	69278	92259	40229	175763	43153	39441	45521	47649	122824	42592	31756	32557	15919	133430	22672	39347	40976	30435	103067	29785	24353	27997	65124	23842	18325	17287	11548
Doanh thu hoạt động tài chính###Financial activities Revenues	1232	1928	5448	1304	875	2365	904	8367	1015	3237	3172	943	3340	559	805	804	1204	7598	5194	633	829	942	9685	3771	3165	2166	583	2852	546	967	610	729	3522	965	1993	410	154	7317	880	586	1381	4469	40007	3412	774	13622	22184	39237	12701	6964	0	0	0	0	0	0	4841	0	4945	3870	5821	714	0	957	746	975	0	71	74	904	0
Chi phí tài chính###Financial Expenses	13184	10169	45068	12542	10796	11159	10565	44898	11461	10102	13693	9643	50003	12496	11459	13702	12378	59320	14888	14018	17221	13131	47508	15391	10704	13861	6498	24098	7357	5257	7180	4303	28560	5786	7654	8615	6505	27706	5532	5268	6843	10062	46423	9417	5629	15270	16107	55404	21955	16255	0	0	0	0	0	0	6898	0	6940	7234	2391	3066	0	1663	740	1132	0	1661	1102	3091	0
Chi phí bán hàng###Selling Expenses	11569	12975	68313	16536	14149	17814	19767	77016	15777	22753	19839	16990	74229	17635	16302	22918	17374	76907	19869	23043	18574	15421	67733	10882	23266	24297	9288	57506	12496	13549	15201	16320	97456	23212	21692	30354	22197	60271	16139	14658	17754	11678	68935	18853	16424	19120	14538	75400	22592	18800	0	0	0	0	0	0	8695	0	8379	11343	11962	8863	0	9193	6563	7510	0	5838	6085	7211	0
Chi phí quản lý doanh nghiệp###Managing Expenses	7003	6220	47485	14895	11492	11118	8588	55269	13656	9587	15096	12710	34774	8326	8287	10314	7208	35895	12460	7989	8221	7328	35466	10546	10565	9012	5398	28776	4185	9218	9723	5342	26225	6533	6728	7273	5459	29110	7197	9497	6130	6192	42674	5966	12043	14614	7938	22478	3309	6168	7742	5259	16458	5494	5261	3874	2570	14958	3709	3323	4620	3188	9585	4306	2457	1647	4382	2102	712	1496	0
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	5372	1814	159819	13017	21866	65186	61105	260011	98615	109284	51071	6774	23602	1000	8253	12198	2617	25790	6560	8780	9484	1399	31352	4895	13466	12112	1604	14651	1135	5894	5601	2270	5635	11687	768	882	-7472	17705	-3101	3124	16309	1311	122893	8328	35955	56877	23829	61719	7998	5181	19386	26373	59612	26691	12930	14979	2596	73640	8589	21316	27825	16032	63705	15581	15338	18683	36210	14312	10499	0	1935
Thu nhập khác###Other incomes	0	0	562	0	0	92	0	75	0	105	0	8	257	0	100	157	0	21	0	2	2	17	0	0	0	0	0	7	0	0	7	0	7	7	0	0	0	539	274	0	3	0	25	-565	584	1	6	594	3	1	0	590	1690	1637	53	0	0	46	45	0	1	0	1	0	0	0	128	0	128	-13	0
Chi phí khác###Other Expenses	311	621	2485	314	362	171	29	1057	409	226	160	323	647	96	115	225	211	1805	69	1037	282	359	957	165	140	539	113	569	69	66	287	146	183	42	18	41	82	832	40	427	-357	753	2360	-1809	3276	694	199	1331	479	472	119	260	7099	1837	80	5121	61	341	67	15	18	120	83	20	45	20	204	34	169	0	0
Lợi nhuận khác###Other profits	-310	-621	-1923	-314	-362	-79	-29	-982	-409	-121	-160	-315	-389	-96	-15	-67	-211	-1784	-69	-1035	-280	-341	-957	-165	-140	-539	-113	-562	-69	-66	-280	-146	-176	-36	-18	-41	-82	-293	234	-427	360	-753	-2335	1243	-2693	-693	-193	-736	-476	-471	-119	330	-5409	-199	-27	-5121	-61	-295	-22	-14	-18	-120	-122	-19	-45	-19	-76	-34	-41	0	-240
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	5062	1194	157896	12702	21505	65107	61076	259030	98206	109163	50911	6459	23213	904	8237	12130	2406	24006	6491	7746	9203	1058	30395	4729	13327	11573	1492	14089	1066	5827	5321	2124	5459	11652	751	842	-7554	17412	-2867	2697	16669	559	120558	122655	113084	56184	23637	60983	7522	4711	19267	26703	54203	26492	12903	9858	2535	73345	8567	21302	27807	15912	63584	15562	15294	18664	36134	14278	10459	6379	1695
Chi phí thuế TNDN###Corporate Income Tax Expenses	978	140	16183	351	2261	5993	6526	28630	9492	12919	5733	566	1634	-368	486	901	239	504	-92	840	64	314	1262	-125	889	1	149	1776	-25	518	1146	313	310	1454	0	0	0	2298	0	0	0	75	5674	-2401	3620	5081	3402	1385	-3958	208	1776	3039	6600	3148	1198	998	597	2781	717	2130	2780	1989	7483	1899	1911	0	0	-797	0	0	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	768	156	16427	592	2286	6030	6543	28593	9521	13102	5433	577	2004	-142	498	1185	245	278	-91	763	223	334	1168	-82	889	-32	149	747	365	518	-274	313	1123	922	0	0	0	2912	-212	534	2030	75	5229	-2610	3620	5081	3402	1690	-2968	208	0	0	0	0	0	0	1203	0	864	2130	2781	1989	0	1899	1912	2333	0	0	0	0	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	210	-16	-244	-242	-25	-37	-16	37	-29	-184	300	-10	-370	-227	-12	-284	-6	225	0	77	-159	-20	95	-43	0	33	0	1029	-390	0	1420	0	-813	532	0	-1344	0	-614	-184	0	-465	0	446	209	0	0	0	-305	-990	0	1776	3039	6600	3148	1198	998	-606	2781	-147	0	0	0	7483	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	4084	1053	141713	12352	19244	59114	54549	230400	88715	96244	45179	5892	21578	1273	7751	11229	2168	23503	6583	6906	9140	744	29133	4855	12438	11572	1342	12312	1091	5309	4175	1810	5148	10198	751	2185	-7554	15114	-2471	2162	15104	483	114883	11972	29642	51104	20235	59597	11480	4503	17491	23664	50290	23344	11705	11547	1938	70564	7850	19172	25027	13923	56101	13662	13382	16331	36134	14278	10459	6379	1695
---Cac Chi So Tai Chinh---																																																																							
EBITDA	0.79	0.37	0.70	0.70	-0.26	0.09	0.30	0.13	0.13	0.25	0.16	0.13	0.36	0.36	0.48	-0.05	-0.28	-0.20	-0.20	-0.20	0.03	0.25	0.26	0.26	0.37	0.58	0.68	0.86	0.86	0.86	0.80	0.36	0.08	0.08	0.15	0.22	0.41	0.63	0.63	0.62	0.46	0.31	0.02	0.02	0.09	0.47	1.00	1.37	1.37	1.53	1.32	1.26	1.27	1.27	1.06	1.00	0.93	0.96	0.96	1.15	1.20	1.21	0.84	0.84	0.48	0.00	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	9.86	7.95	10.55	10.55	14.35	16.39	15.60	12.89	12.89	7.24	4.07	3.41	3.29	3.29	3.41	3.45	3.25	3.46	3.46	3.66	3.82	3.82	3.66	3.66	3.77	3.16	3.73	4.14	4.14	4.54	3.38	3.81	3.45	3.45	3.16	4.00	4.18	4.40	4.40	5.07	5.63	5.98	5.41	5.41	5.28	4.19	4.30	4.54	4.54	4.95	5.80	4.25	3.90	3.90	4.99	3.42	2.65	2.77	2.77	5.17	3.12	4.29	10.30	10.30	10.33	0.00	0.00	0.00	0.00	0.00	0.00
