CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	 2012	 2011	 2010	 2009
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12000	12000	12100	12100	12100	12100	57100	57100	57100	63467	63467	35937	29877	29881	28345	7773	7304	2815	2815	466	162	0	0	0
Tài sản dài hạn khác###Other long term assets	1259	1561	1852	1063	1277	1221	1136	1356	1356	718	637	794	1039	1039	1148	902	1057	887	887	949	1034	893	995	995	2275	3588	3993	5388	5388	10655	9939	10019	11177	11177	1603	1185	669	654	34
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	1117078	1101870	1128088	1129360	1146607	1120179	718395	463088	461636	402532	375404	378762	415311	415311	373000	361190	333419	362841	362841	321553	362268	354881	417013	417013	392681	385807	377299	427596	427609	432225	333437	333839	353447	353447	349110	363904	386887	393348	373624
Nợ phải trả ###Liabilities	717588	719034	768514	768236	765519	723668	353822	110417	110237	20668	19110	17088	76289	76284	17184	35308	12728	65231	65228	11538	54775	62634	123074	123160	69971	77065	79113	140336	140348	108630	176655	190772	225415	225415	211194	217758	252665	282561	259474
Nợ ngắn hạn###Short term Liabilities	78588	67534	99039	98761	190955	282177	85474	110417	110237	20668	19110	17088	76289	76284	17184	35308	12728	65231	65228	11538	32200	29142	89575	89662	25600	32778	24555	85872	85884	43428	47508	47526	82170	82170	53472	45961	52216	58520	39747
Nợ dài hạn###Long term Liabilities	639000	651500	669475	669475	574564	441491	268348	0	0	0	0	0	0	0	0	0	0	0	0	0	22575	33492	33499	33499	44371	44287	54558	54464	54464	65202	129147	143246	143246	143246	157723	171798	200448	224041	219727
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	399490	382837	359574	361124	381088	396512	364573	352672	351400	381864	356295	361675	339022	339027	355816	325882	320691	297610	297613	310015	307493	292247	293939	293852	322710	308742	298186	287260	287261	323595	156782	143067	128032	128032	137915	146146	134222	110787	114150
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	399490	382837	359574	361124	381088	396512	364573	352672	351400	381864	356295	361675	339022	339027	355816	325882	320691	297610	297613	310015	307493	292247	293939	293852	322710	308742	298186	287260	287261	323595	156782	143067	128032	128032	137915	146146	134222	110787	114150
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	 2012	 2011	 2010	 2009
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	62519	63697	244238	87572	68323	63601	24742	156091	43334	42560	36632	33565	166093	53815	38848	38942	34490	115699	54734	25548	21968	13450	119539	44824	29408	22930	22377	125174	34869	26834	31675	31796	131704	46721	26968	131878	102869	42647	32839
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doanh thu thuần###Net Sales	62519	63697	244238	87572	68323	63601	24742	156091	43334	42560	36632	33565	166093	53815	38848	38942	34490	115699	54734	25548	21968	13450	119539	44824	29408	22930	22377	125174	34869	26834	31675	31796	131704	46721	26968	131878	102869	42647	32839
Giá vốn hàng bán###Cost of goods sold	27948	23007	103519	45278	27057	20514	9399	49142	14500	15415	10835	9844	49536	15693	13151	11257	9435	41070	14810	11213	8104	6942	48565	17922	13690	8502	8450	44461	12071	12320	10584	9477	38508	11921	10703	35381	34617	16421	10016
Lợi nhuận gộp###Gross profit	34571	40690	140719	42294	41266	43087	15344	106948	28834	27145	25797	23720	116557	38122	25697	27685	25055	74629	39924	14335	13863	6507	70974	26902	15718	14427	13927	80713	22798	14514	21091	22319	93196	34800	16264	96497	68252	26225	22823
Doanh thu hoạt động tài chính###Financial activities Revenues	448	464	1310	755	472	79	5	6551	690	1533	2686	1641	12507	2595	8459	846	607	7393	680	820	5358	532	7969	6421	302	469	778	1997	1348	477	14	159	1746	214	417	2459	2134	3071	3259
Chi phí tài chính###Financial Expenses	15862	15634	32360	13380	11149	6667	793	77	77	0	0	0	0	0	0	0	0	2353	0	508	934	908	5237	1150	1213	1475	1399	13130	1806	3256	4082	3982	19777	4590	4484	25674	30767	18408	12684
Chi phí bán hàng###Selling Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chi phí quản lý doanh nghiệp###Managing Expenses	1610	1562	8652	2060	3621	1758	1213	3477	1077	855	817	729	3665	1446	661	932	620	3785	1311	698	1012	768	4286	1297	816	1218	955	4736	1815	940	1004	978	4069	1358	914	3574	3408	2011	675
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	17547	23958	101018	27609	26968	34740	13343	109945	28370	27823	27667	24633	125399	39271	33494	27598	25041	75885	39293	13949	17276	5363	69420	30876	13991	12203	12351	64845	20525	10795	16018	17518	71095	29066	11283	69709	36211	8877	12723
Thu nhập khác###Other incomes	21	30	420	24	0	300	96	185	90	9	0	87	455	50	41	321	43	194	33	220	67	6	3	0	3	0	0	52	22	0	0	30	1380	480	242	1768	471	52	848
Chi phí khác###Other Expenses	0	0	75	373	0	30	43	519	500	9	0	10	61	13	0	25	23	363	35	275	179	6	51	0	0	50	1	127	97	0	30	0	2410	-266	2344	994	342	33	15
Lợi nhuận khác###Other profits	21	30	345	-349	0	270	53	-334	-410	0	0	76	394	36	41	296	20	-169	-2	-55	-112	0	-48	0	3	-50	-1	-76	-76	0	-30	30	-1030	746	-2103	774	129	19	833
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	17568	23988	101362	27260	26968	35010	13396	109611	27960	27823	27667	24709	125793	39307	33536	27894	25061	75715	39291	13894	17164	5363	69373	30876	13994	12154	12350	64769	20449	10795	15988	17548	70065	29813	9181	70483	36340	8896	13556
Chi phí thuế TNDN###Corporate Income Tax Expenses	914	726	6600	1404	1392	1950	1494	8927	2207	2254	2296	2057	10991	3206	3602	2203	1981	6557	3134	1122	1918	377	6319	3359	26	1597	1424	9002	2746	1481	2273	2512	11575	4739	6031	1355	652	91	532
Chi phí thuế TNDN###Corporate Income Tax Expenses	914	726	6600	1404	1392	1950	1494	8927	2207	2254	2296	2057	10991	3206	3602	2203	1981	6557	3134	1122	1918	377	6319	3359	26	1597	1424	9002	2746	1481	2273	2512	11575	4739	6031	1355	652	91	532
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	16654	23263	94762	25856	25576	33060	11901	100684	25753	25569	25370	22653	114802	36101	29933	25691	23081	69158	36157	12772	15246	4986	63054	27517	13968	10557	10925	55767	17704	9314	13715	15035	58491	25074	3150	69128	35688	8805	13024
---Cac Chi So Tai Chinh---																																							
EBITDA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	34.01	31.15	29.77	29.77	33.72	31.32	28.00	28.54	28.54	26.19	25.78	29.84	27.61	27.61	25.11	25.04	23.04	21.03	21.03	17.31	17.51	16.38	16.98	16.98	15.47	16.25	15.47	13.90	13.90	12.56	11.98	12.78	11.38	11.38	9.81	7.70	3.02	0.00	0.00
