CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	 2012	 2011	 2010	 2009
Vốn chủ sở hữu ###Owners equity	213138	234018	226121	226212	220976	218313	244344	249823	249823	244160	239290	232438	267570	267570	245070	226238	219821	228829	228829	224077	220530	202483	224712	224418	218087	207028	194559	191370	189752	187098	187165	181826	186379	186379	186574	190008	190227	226931	195806
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	 2012	 2011	 2010	 2009
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	506932	477704	2231356	483665	512934	537990	696767	2522821	548263	643510	679512	651536	1907902	648566	486929	374336	398070	1412749	353766	364198	305202	389583	1404048	286547	357864	457423	302214	1633389	332151	342064	493901	465274	1836101	426575	460209	2082960	1751294	1603641	1403632
Các khoản giảm trừ doanh thu###Deduction revenues	2333	7151	17306	7254	3743	4295	2013	10663	4010	2639	3825	189	13705	8629	1737	3339	0	1896	1861	0	0	35	2398	831	1059	508	0	0	0	0	0	0	105	105	0	0	0	0	0
Doanh thu thuần###Net Sales	504599	470553	2214050	476411	509190	533695	694754	2512158	544253	640871	675687	651347	1894197	639936	485192	370998	398070	1410853	351905	364198	305202	389548	1401650	285717	356805	456915	302214	1633389	332151	342064	493901	465274	1835996	426470	460209	2082960	1751294	1603641	1403632
Giá vốn hàng bán###Cost of goods sold	488205	443092	2124561	457649	491203	509173	666536	2423070	527933	622317	654381	618439	1768354	602825	448758	352577	364194	1339028	338530	349907	279721	370869	1301941	269704	331803	419408	281026	1577658	318473	330933	474208	456179	1780796	413952	449875	2006619	1681102	1500309	1267354
Lợi nhuận gộp###Gross profit	16394	27461	89488	18761	17988	24522	28218	89088	16320	18554	21306	32908	125843	37111	36434	18421	33876	71825	13375	14291	25481	18679	99709	16013	25002	37507	21188	55732	13677	11131	19693	9095	55200	12517	10334	76341	70192	103332	136279
Doanh thu hoạt động tài chính###Financial activities Revenues	472	389	315	103	53	96	57	1234	253	156	285	541	1255	318	455	198	284	1523	425	91	881	127	5619	482	1462	3212	463	2854	370	1304	520	661	4066	451	1352	3790	3015	1625	296
Chi phí tài chính###Financial Expenses	2402	3812	14247	3296	4294	4033	2624	8472	3474	2088	1379	1531	2596	975	250	788	582	799	92	139	-925	1493	10697	-542	4591	-215	6863	19472	3875	5583	4557	5315	21100	4315	5302	41872	41714	19684	16131
Chi phí bán hàng###Selling Expenses	5114	5230	21765	5138	4975	3814	7838	21314	4869	5827	5740	4877	18472	2690	7440	3738	4605	14132	3762	6725	-1551	5196	14001	3748	2407	3344	4503	13037	2906	1876	4775	3480	18625	4787	5156	11493	4212	2629	1822
Chi phí quản lý doanh nghiệp###Managing Expenses	3653	8943	22072	4021	6332	5944	5775	19606	3497	4738	5119	6251	26645	6939	5663	6145	7898	19741	4291	3085	5398	6968	22211	5042	4425	6924	6197	19066	4183	4092	5323	5573	21097	5778	4539	22262	24091	19411	17254
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	5696	9866	31719	6409	2440	10826	12038	40931	4734	6056	9351	20790	79386	26825	23537	7948	21076	38677	5655	4432	23441	5148	58418	8247	15040	30666	4089	7010	3083	884	5558	-4612	-1556	-1912	-3311	4504	3189	63233	101368
Thu nhập khác###Other incomes	325	5	1106	724	889	131	98	769	145	32	274	319	1928	1896	4	-140	168	514	442	2	70	0	263	26	1402	5	0	263	954	111	32	120	2144	1707	14	2509	8327	114	69
Chi phí khác###Other Expenses	0	0	1066	565	0	1236	1	1557	507	0	1050	0	275	461	0	-213	220	1060	107	0	953	0	9469	108	2264	8267	0	402	307	1079	0	61	0	0	0	724	3995	0	0
Lợi nhuận khác###Other profits	325	5	40	159	889	-1105	97	-788	-363	32	-776	319	1653	1435	4	73	-52	-546	335	2	-883	0	-9206	-82	-862	-8262	0	-139	647	-969	32	59	2144	1707	13	1785	4332	114	69
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	6022	9871	31759	6568	3329	9721	12135	40142	4371	6088	8575	21108	81039	28260	23541	8021	21024	38131	5990	4434	22558	5148	49212	8164	14178	22404	4089	6872	3730	-85	5590	-4553	588	-205	-3298	6289	7521	63347	101437
Chi phí thuế TNDN###Corporate Income Tax Expenses	1220	1974	6465	1332	666	1944	2427	8045	883	1218	1723	4222	16470	5760	4708	1604	4205	7666	1238	887	4512	1030	10883	1833	3119	4949	900	2366	1076	-19	251	0	189	-10	-842	1658	2176	15894	13525
Chi phí thuế TNDN###Corporate Income Tax Expenses	1220	1974	6465	1332	666	1944	2427	8045	883	1218	1723	4222	16470	5760	4708	1604	4205	7666	1238	887	4512	1030	10883	1833	3119	4949	900	2366	1076	-19	251	0	189	-10	-842	1658	2176	15894	13525
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	4801	7897	25294	5236	2663	7777	9708	32097	3488	4871	6852	16886	64569	22500	18833	6417	16819	30465	4752	3547	18047	4119	38329	6331	11059	17455	3190	4506	2654	-66	5339	-4553	400	-195	-2456	4631	5346	47453	87912
---Cac Chi So Tai Chinh---																																							
EBITDA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	9.80	8.56	9.70	9.70	9.26	10.14	9.18	8.34	8.34	9.84	9.16	9.24	7.41	7.41	5.99	6.22	5.48	4.53	4.53	4.93	4.83	5.51	4.11	4.11	3.72	2.89	1.58	1.41	1.41	1.58	4.28	3.08	3.08	3.08	3.12	5.01	4.36	0.00	0.00
