CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	 2006	 2005
Tài sản dài hạn khác###Other long term assets	338929	336980	342598	340172	220883	197208	199156	200717	198638	186685	199992	203855	199471	216754	183957	189270	198409	211630	208103	203582	222685	234594	242800	233902	82463	115447	147342	180837	180837	192151	205359	222398	228094	203371	202240	209320	195519	200075	200075	187012	191376	195833	199002	199002	201905	206227	210215	212960	212960	217022	221059	189629	191129	191129	161776	162130	163631	165071	165071	166571	168071	169571	171010	171010	172252	176752	0
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	9743656	9751978	10288565	10265135	10214187	10320817	10260917	10634651	10635998	11008287	10820339	10762592	11079576	11076376	11508436	11608127	11621878	11780142	11778387	11969947	11970819	11834484	11919483	11919762	12324442	12448733	12621614	12661980	12661980	12766591	12659900	12893772	13120006	13120006	13037070	13319806	13413671	13314479	13314479	12966781	13111065	12879342	12902783	12829152	12606839	12239715	11748218	11812985	11809556	11528627	11321251	7674947	7265214	7285217	7001139	6600488	5960662	5647893	5647285	4382318	3903216	3072122	2375214	2375214	1968826	2668239	1756276
Nợ phải trả ###Liabilities	4188233	4299809	4924008	4903723	4595287	4917166	4990263	5465313	5455413	6031007	5388777	5491781	5890432	5902253	6487586	6299628	6309022	6585584	6579755	7027420	7286279	7277336	7493032	7478922	8102085	8364148	8657263	8947989	8944275	9266528	9340997	9586156	9923063	9923063	11140194	11378075	11500100	11428750	11436742	11071265	11105629	11116676	11132979	11057049	10964799	10817439	10294950	9985558	9982129	9582036	8906694	6386546	6094241	6116982	5653221	5601419	4969444	4672476	4687082	3439869	3108428	2141475	1413773	1414960	1043697	1839608	652692
Nợ ngắn hạn###Short term Liabilities	3623982	3477979	4101766	4081482	3463666	3706174	3440577	3742346	3728798	3973823	3200543	2968578	3248547	3260368	3520597	3157735	2890996	3064976	3059147	3158529	3297836	2952520	3070124	3056014	3375917	3655905	3808742	3850854	3847141	3852425	3699121	3590373	4197412	4197412	3886881	4247300	3949340	3938378	3937429	4323792	4675706	4483142	4606675	4539686	3422915	3168624	3113110	3189304	3185875	2442671	2347218	1569924	1337289	1360030	1221964	1445563	1129935	1674731	1689337	1046545	1174375	793486	675687	676874	360551	1502433	510226
Nợ dài hạn###Long term Liabilities	564251	821830	822241	822241	1131621	1210992	1549686	1722967	1726615	2057184	2188234	2523204	2641885	2641885	2966989	3141893	3418026	3520608	3520608	3868891	3988443	4324816	4422908	4422908	4726168	4708243	4848521	5097135	5097135	5414103	5641876	5995783	5725651	5725651	7253313	7130775	7550761	7490372	7499313	6747474	6429923	6633534	6526304	6517363	7541883	7648815	7181840	6796254	6796254	7139365	6559476	4816622	4756952	4756952	4431257	4155856	3839509	2997745	2997745	2393324	1934054	1347989	738086	738086	683146	337175	142466
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	8	0	0	0	0	0	0	0	0	9	0
Vốn chủ sở hữu ###Owners equity	5555423	5452169	5364557	5361412	5618900	5403651	5270653	5169338	5180585	4977280	5431562	5270810	5189143	5174122	5020850	5308499	5312856	5194558	5198633	4942527	4684539	4557148	4426451	4440840	4222357	4084585	3964351	3713991	3717705	3500063	3318903	3307616	3196944	3196944	1896876	1941731	1913570	1885728	1877736	1895515	2005436	1762666	1769804	1772104	1642040	1422275	1453268	1827427	1827427	1946591	2414557	1288401	1170973	1168235	1347919	999069	991218	975417	960203	942449	794787	930648	961441	960254	925129	828631	1103584
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0	0	0	0	0	0	0	0	0	0	0	-2649	-1899	-3078	-3887	-3778	-3778	-3663	-3266	-8665	0	-1187	-394	0	5732
Vốn chủ sở hữu ###Owners equity	5555423	5452169	5364557	5361412	5618900	5403651	5270653	5169338	5180585	4977280	5431562	5270810	5189143	5174122	5020850	5308499	5312856	5194558	5198633	4942527	4684539	4557148	4426451	4440840	4222357	4084585	3964351	3713991	3717705	3500063	3318903	3307616	3196944	3196944	1896876	1941731	1913570	1885728	1877736	1895515	2005436	1761544	1769804	1772104	1642040	1422275	1453268	1827427	1827427	1946591	2414557	1288401	1170973	1170884	1349817	1002147	995106	979195	963981	946112	798054	939312	961441	961441	925523	828631	1097852
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12659900	12893772	13120006	13120006	13037070	13319806	13413671	13314479	13314479	12966781	13111065	12879342	12902783	12829152	12606839	12239715	11748218	11809556	11809556	11528627	11321251	7674947	7265214	7285217	7001139	6600488	5960662	5647893	5647285	4382318	3903216	3072122	2375214	2375214	1968826	2668239	1756276



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	2153348	1816746	9311262	2412704	2296967	2492178	2109413	8879889	2479769	2155372	2322259	1920907	8850850	2392390	2104681	2341703	2012077	8757010	2332816	2244677	2334093	1845424	8001188	2147496	2008908	2160456	1684328	7043112	1933163	1671607	1806552	1631790	6624722	1823563	1626190	1921654	1253315	6232465	1633999	1507347	1268012	5639911	1448352	1326965	1579864	1284730	4411545	1357349	1172395	1216889	664914	2840819	919437	630572	727449	563360	2557286	767935	599973	653294	544511	2195322	653645	526903	2137235	1973557
Các khoản giảm trừ doanh thu###Deduction revenues	118790	84581	472637	127781	109785	124425	110645	501870	162893	140684	117636	80657	641893	165236	171456	189791	115411	520325	138065	130741	149765	101755	392738	110820	99901	97499	84518	285025	79968	72420	79192	53445	255974	57527	45262	51472	101714	408560	85172	81767	107344	359261	102690	81937	95086	79548	160351	84544	36262	18395	21149	23976	17972	3718	847	1438	20499	11338	387	3323	5450	2394	2394	0	0	0
Doanh thu thuần###Net Sales	2034558	1732165	8838625	2284923	2187182	2367753	1998768	8378019	2316876	2014688	2204623	1840250	8208957	2227154	1933225	2151912	1896666	8236685	2194751	2113937	2184328	1743669	7608450	2036675	1909007	2062957	1599810	6758087	1853195	1599186	1727360	1578345	6368748	1766036	1580928	1870182	1151601	5823905	1548828	1425579	1160668	5280650	1345662	1245028	1484778	1205182	4251194	1272805	1136132	1198493	643764	2816843	901466	626853	726602	561922	2536787	756597	599586	649971	539061	2192928	651251	526903	2137235	1973557
Giá vốn hàng bán###Cost of goods sold	1614746	1436858	7277551	1844431	1759681	1936625	1733986	6974717	1905303	1717013	1784558	1566422	6865887	1889670	1618736	1766480	1595244	6613321	1840561	1638046	1759207	1375507	5934405	1575090	1468476	1629477	1244727	5424388	1406391	1339954	1440798	1237245	4939132	1325593	1267971	1428523	917044	4474104	1211846	1121785	874729	3810785	956351	899801	1047290	914824	3529909	1013500	988241	963942	563710	2291273	768711	481128	568659	472775	2227604	635318	515962	605063	483884	1949853	566687	471503	1927131	1792444
Lợi nhuận gộp###Gross profit	419812	295307	1561074	440492	427500	431128	264781	1403302	411572	297675	420065	273828	1343070	337484	314489	385432	301422	1623364	354190	475891	425121	368162	1674045	461585	440531	433480	355083	1333699	446804	259232	286562	341101	1429616	440443	312957	441659	234557	1349802	336981	303794	285939	1469865	389311	345227	437488	290357	721285	259304	147891	234551	80054	525570	132755	145726	157942	89147	309183	121279	83624	44908	55178	243075	84564	55400	210104	181113
Doanh thu hoạt động tài chính###Financial activities Revenues	1266	6558	26733	-9787	24824	-5046	16742	40907	10145	3568	12774	5344	17492	2228	8831	3777	2678	79246	36045	16476	14998	11726	98972	58997	-72180	-79398	191553	291607	102544	176294	7159	5609	21229	6402	4617	-55806	66016	70869	47008	6391	1268	15693	1180	5829	5079	3606	70321	4822	4038	55147	6315	8887	8417	3578	6061	373	22258	2092	2233	1186	2478	7315	1585	538	4495	7162
Chi phí tài chính###Financial Expenses	56615	66167	272069	65189	67164	72168	67547	313558	84468	73039	46495	109556	477312	97488	121824	160336	97659	377780	72989	100592	65925	138274	463741	125297	109373	112149	116922	745695	124162	212947	153158	255429	1040112	227409	296787	260073	255843	925658	252413	207831	233815	1036488	275723	262430	249227	240433	363933	169942	83853	87622	22516	80554	33972	10826	18974	26324	92475	25369	16028	28638	11098	23560	4725	5670	39524	38189
Chi phí bán hàng###Selling Expenses	40747	36497	159934	46495	39775	38426	35237	140516	40315	31748	35773	27595	123087	31613	31424	31731	28318	137646	34659	36321	35826	30839	85718	25909	20744	-11834	50770	321103	103654	81355	75937	60157	302215	122402	63803	96707	19302	392760	85126	112436	27325	307719	71233	58641	98499	79673	163230	59107	43270	39658	21195	143534	44884	33839	39800	25011	91044	30843	24018	18033	18151	77827	21191	16783	73038	50173
Chi phí quản lý doanh nghiệp###Managing Expenses	52031	52680	214737	62054	52785	55500	44503	187953	50836	49032	46580	41212	192225	52608	48885	52305	38427	212543	75616	42697	46682	47548	282055	96409	61807	64742	58652	164217	42986	40930	50694	29608	113426	29717	30319	28187	25204	108566	30934	25460	25632	138374	41179	29013	34805	33674	184852	63650	48353	54471	18131	118301	36430	33813	26303	21755	69070	17020	21958	14918	15174	49214	15733	12348	39146	40653
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	271684	146521	941067	256967	292600	259987	134237	802182	246098	147424	303991	100809	568376	158017	122080	144849	139214	974641	206971	312756	291686	163228	941503	272968	176426	189026	320292	394290	278547	100295	13933	1516	-4908	67317	-73335	885	224	-6313	15516	-35541	435	2977	2356	972	60034	-59817	79591	-28573	-23547	107948	24528	192068	25885	70826	78926	16430	78851	50139	23854	-15495	13233	99789	44500	21137	62892	59260
Thu nhập khác###Other incomes	1721	315	3474	1668	2255	587	397	11523	6339	9	873	1680	32199	33916	1235	261	2989	45661	24226	10199	10872	364	10275	9759	320	-2242	2438	9653	3848	-4482	2303	7984	15188	10464	1711	1276	1737	14385	18195	7660	748	16387	4088	1189	6897	4213	8757	6701	1219	804	33	3401	-272	49	1867	1757	973	548	248	133	45	2198	152	1385	5870	7466
Chi phí khác###Other Expenses	15906	7567	16584	-7648	25435	220	9	1294	271	19	506	498	232	51	6228	12	144	1372	320	498	452	101	1648	773	115	-997	1756	8248	3366	-3835	1766	6952	4899	2036	955	842	1066	6415	2242	1931	1183	19364	6444	2161	10299	460	8142	4065	10	3268	799	11959	-6918	8715	10163	0	2227	217	1682	328	0	1648	10	1389	2742	1713
Lợi nhuận khác###Other profits	-14185	-7252	-13110	9316	-23180	367	387	10229	6068	-10	367	1182	31967	33866	-4993	249	2845	44289	23906	9700	10420	263	8627	8985	205	-1246	682	1405	482	-647	537	1033	10289	8428	755	434	671	7970	15953	5730	-435	-2977	-2356	-972	-3402	3753	615	2636	1209	-2463	-766	-8559	6646	-8665	-8296	1757	-1254	331	-1434	-195	45	550	142	-5	3129	5753
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	257500	139269	927958	266284	269420	260354	134624	812411	252165	147414	304358	101991	600343	191883	117087	145099	142059	1018930	230876	322456	302105	163490	950130	281953	176631	187780	320974	395696	279029	99648	14471	2549	5380	75745	-72579	1320	895	1657	31469	-29812	0	0	0	0	56632	-56064	80206	-25937	-22338	105484	23761	183509	32531	62161	70631	18187	77597	50470	22420	-15691	13277	100339	44642	21132	66021	65013
Chi phí thuế TNDN###Corporate Income Tax Expenses	48990	34657	187348	50677	54171	51816	29052	178713	48861	29383	62417	20324	114420	38611	23194	29774	33647	209844	46751	64468	61754	32794	211435	63470	38859	41312	70614	90767	61386	21922	3184	561	2849	2849	0	0	0	-7578	0	0	0	8941	0	0	0	0	19795	0	0	20447	3883	22897	4072	7775	0	2276	0	0	0	0	0	0	0	0	12650	15320
Chi phí thuế TNDN###Corporate Income Tax Expenses	51488	27855	190059	53189	53822	52071	26920	181396	50418	29419	60909	20421	109728	38891	23431	29602	28609	208068	46175	64491	60421	32698	220334	63470	38859	41312	70614	90767	61386	21922	3184	561	2849	2849	0	330	224	1364	414	0	0	0	0	0	142	0	22364	0	0	23016	3883	22897	4072	7775	8863	2276	0	0	0	0	0	0	0	0	12650	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	-2497	6802	-2711	-2512	349	-256	2132	-2682	-1558	-36	1508	-97	4692	-280	-237	171	5038	1776	576	-23	1333	95	-8899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8941	0	0	0	8941	0	0	0	0	-2568	0	0	-2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	208533	104612	740857	215728	215359	208540	105583	633741	203334	118145	241942	81630	484254	152965	93559	114471	108238	809086	184125	257988	240351	130697	738694	218483	137772	146469	250360	304929	217642	77725	11287	1988	2531	72896	-72579	990	671	9235	31055	-29812	0	-8941	0	0	56490	-56064	60411	-25937	-22338	85037	19879	160613	28459	54385	61768	15911	77597	50470	22420	-15691	13277	100339	44642	21132	53371	49693
---Cac Chi So Tai Chinh---																																																																		
EBITDA	0.80	0.77	0.69	0.69	0.97	1.12	0.91	0.82	0.82	0.72	0.70	0.88	0.97	0.97	0.50	0.37	0.02	0.15	0.15	0.50	0.54	0.63	0.77	0.77	0.73	1.10	1.45	1.47	1.47	1.54	1.29	0.96	1.03	1.03	1.03	1.18	1.33	1.14	1.14	1.18	0.74	0.53	0.53	0.66	0.68	0.71	0.71	0.71	0.44	0.52	0.61	0.65	0.65	0.79	0.79	0.93	1.02	1.02	0.96	0.99	1.13	0.67	0.67	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	13.40	10.00	14.95	14.95	14.00	14.83	14.09	12.65	12.65	12.59	9.65	12.38	13.05	13.05	12.34	17.79	17.63	16.14	16.14	18.36	19.15	16.92	17.58	17.58	14.43	14.95	13.58	11.41	11.41	9.77	9.05	7.81	3.28	3.28	3.28	3.28	3.28	2.69	2.69	2.89	3.02	1.90	1.90	2.82	3.42	5.65	6.60	6.60	6.60	8.54	7.94	8.44	8.44	9.65	8.71	8.63	9.14	9.14	7.97	7.41	12.36	22.81	22.81	0.00	0.00	0.00
