CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	 2014	Q4 2014	 2013	Q4 2013
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	36231467	28191083	29774720	29774720	29394220	29018824	28216819	27949126	27949126	27561481	27656833	26898605	27144211	27144211	26648267	26635569	26457653	26535498	26535498	26363299	26551355	26622552	26607707	26607707	26739508	26017960	25106294	25106294	21197968	21197968
Nợ phải trả ###Liabilities	24432387	15912458	17304898	17304898	16804234	16899843	16094298	15823171	15823171	15741932	15220925	14719716	15132605	15132605	14782451	14839403	14704440	14825018	14825018	14657610	14884872	15021306	15012572	15012572	15156296	14471355	13595482	13595482	10226974	10226974
Nợ ngắn hạn###Short term Liabilities	10125868	9811322	11219362	10095238	9806209	6225096	4420687	4101945	4101945	4012884	4010221	4516403	4871844	4871844	3509210	3581984	3459751	3518588	3518588	3868344	3856462	4039963	3971179	3971179	3743360	3333637	2653866	2653866	5573022	5573022
Nợ dài hạn###Long term Liabilities	14306519	6101136	6085535	7209659	6998025	10674746	11673611	11721227	11721227	11729049	11210704	10203312	10260761	10260761	11273241	11257419	11244689	11306431	11306431	10789266	11028409	10981343	11041393	11041393	11412936	11137718	10941615	10941615	4653952	4653952
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	11799080	12278625	12469822	12469822	12589986	12118981	12122522	12125954	12125954	11819548	12435907	12178889	12011606	12011606	11865817	11796166	11753213	11710480	11710480	11705689	11666483	11601246	11595134	11595134	11583212	11546605	11510812	11510812	10970995	10970995
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	11799080	12278625	12469822	12469822	12589986	12118981	12122522	12125954	12125954	11819548	12435907	12178889	12011606	12011606	11865817	11796166	11753213	11710480	11710480	11705689	11666483	11601246	11595134	11595134	11583212	11546605	11510812	11510812	10970995	10970995
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	 2013
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	1506703	1064809	4706130	1020855	995262	1501801	1188213	6865011	2177111	1449241	1751614	1487044	5404645	1476843	1369240	1382672	1175891	4048817	1241311	1062041	939283	806183	2665267	1092140	326496	379734	820892	2853657	0
Các khoản giảm trừ doanh thu###Deduction revenues	1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7393	7393	-46005	0	0	27925	0
Doanh thu thuần###Net Sales	1505433	1064809	4706130	1020855	995262	1501801	1188213	6865011	2177111	1449241	1751614	1487044	5404645	1476843	1369240	1382672	1175891	4048817	1241311	1062041	939283	806183	2657875	1084748	372501	379734	820892	2825732	0
Giá vốn hàng bán###Cost of goods sold	1572301	912208	3971145	961877	1030392	1144972	833905	4703549	1528799	1072015	1128341	974395	3713763	948009	961127	991453	813173	2945556	864872	806010	724130	550544	1894376	826083	223559	241663	603072	2086313	0
Lợi nhuận gộp###Gross profit	-66868	152601	734985	58978	-35130	356829	354308	2161462	648312	377226	623274	512650	1690882	528834	408113	391219	362717	1103261	376439	256031	215152	255639	763499	258665	148942	138071	217821	739419	0
Doanh thu hoạt động tài chính###Financial activities Revenues	470125	38430	931680	198822	694126	26893	11839	126791	26804	64845	18901	16241	42000	7320	10160	13849	10671	221047	18830	88092	105953	8172	556079	10415	525668	375064	4931	28076	3135
Chi phí tài chính###Financial Expenses	428446	341258	1290661	303766	347137	333335	306423	1204830	305700	320823	294189	284119	1137924	308385	282742	270417	276380	966861	313395	253765	188803	210897	834759	206171	178593	240220	209775	614292	452
Chi phí bán hàng###Selling Expenses	59801	17177	104782	24660	31052	28349	20722	104332	20515	24794	27887	31136	135288	35415	28839	33967	37067	132925	40197	33447	29692	29589	160180	43317	38063	34070	44731	91853	0
Chi phí quản lý doanh nghiệp###Managing Expenses	55368	22016	142007	64077	27215	24133	26581	127023	21176	19356	51383	35108	124952	38965	27852	36562	21572	93030	29946	15597	28715	18772	247909	8702	63092	91277	84837	280525	33335
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	-140591	-189421	129214	-134703	253592	-2096	12421	852068	327726	77098	268716	178528	334718	153388	78840	64121	38369	131492	11731	41313	73895	4553	76729	10889	394863	147569	-116591	-219177	-30651
Thu nhập khác###Other incomes	2140	2393	1230029	12017	1216924	121	968	2099	253	216	815	815	2254	46	137	183	1888	2379	273	0	1859	247	11770	0	-360000	11748	21	268334	97175
Chi phí khác###Other Expenses	22271	500	893457	-17636	899211	6052	5830	26054	8511	6035	5716	5793	44850	19948	12529	7166	5207	33306	5299	4968	17839	5200	29939	5328	4829	14570	5212	41435	43555
Lợi nhuận khác###Other profits	-20131	1893	336572	29653	317712	-5932	-4862	-23956	-8258	-5818	-4901	-4978	-42595	-19902	-12392	-6983	-3319	-30927	-5027	-4968	-15980	-4953	-18170	-5328	-364829	-2822	-5190	226898	53620
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	-160721	-187528	465786	-105050	571304	-8027	7559	828113	319467	71280	263815	173550	292122	133486	66448	57138	35050	100565	6704	36346	57916	-400	58559	5560	30034	144747	-121782	7722	22969
Chi phí thuế TNDN###Corporate Income Tax Expenses	40728	3670	113393	15114	100299	-8111	6090	18111	-4632	9679	6797	6268	-9003	-12304	-3202	14185	-7682	-14781	1913	-2860	-7322	-6512	-25763	-6362	-6574	-6076	-6752	-27932	12197
Chi phí thuế TNDN###Corporate Income Tax Expenses	46542	185	138562	22337	104499	7575	4151	35190	9996	1473	17636	6085	36841	10404	4935	21480	23	14320	9529	4784	7	0	114	4	30	59	20	-6953	12197
Chi phí thuế TNDN###Corporate Income Tax Expenses	-5813	3484	-25170	-7223	-4200	-15686	1940	-17079	-14628	8206	-10840	183	-45844	-22708	-8137	-7295	-7705	-29102	-7617	-7644	-7329	-6512	-25876	-6366	-6604	-6135	-6772	-20978	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	-204686	-191198	352394	-120164	471005	84	1469	956247	324099	83718	257019	217521	396338	183450	104390	66659	41838	120851	4791	39206	65238	6111	16508	11922	36607	150823	-115030	24631	10772
---Cac Chi So Tai Chinh---																													
EBITDA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	15.20	14.60	16.00	16.00	15.27	16.64	18.27	17.27	17.27	20.18	16.14	21.50	17.66	17.66	12.52	10.86	11.87	10.71	10.71	9.12	13.47	21.57	8.54	8.54	10.50	0.00	0.00	0.00	0.00
