CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	 2008	 2007
Tài sản dài hạn khác###Other long term assets	10159	10159	10159	10159	8417	8417	8417	8417	8417	5268	5268	5268	5268	5268	3745	3745	3745	3745	3745	1770	1770	1790	1819	1819	78	107	1775	3444	3444	5112	6780	8449	10117	10117	12230	13343	14087	9206	9206	9863	10521	11179	11836	11836	12026	11026	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	1724841	1730836	1755159	1755159	1736783	1719651	1733741	1748748	1748748	1695908	1714870	1660178	1678460	1678460	1677845	1588726	1496341	1348514	1348514	1291841	1296852	1271863	1267132	1267132	1226679	1221584	1229136	1220657	1220657	1102715	1002843	1025298	992976	992976	932504	834611	742940	685846	685846	611597	534753	497094	506574	506574	527422	601156	606068	631985	631985	660846	673712	681091	687682	687682	766065	924866
Nợ phải trả ###Liabilities	1247261	1256971	1296136	1296136	1270163	1270540	1263606	1295838	1295838	1259684	1296038	1203692	1238885	1238885	1254651	1180920	1066650	948986	948986	906905	897445	886191	897593	897593	875339	883927	863123	867139	867139	759838	670917	699634	674922	674922	604804	505909	425786	379270	377194	318585	232477	184404	200933	199920	231508	307439	317432	352774	352774	372321	394783	413899	429384	429170	489088	700683
Nợ ngắn hạn###Short term Liabilities	74473	65998	87664	87664	35366	44985	32792	39929	39929	179398	165896	132712	152366	152366	143698	122128	122568	128125	128125	80388	77757	69852	81663	81663	47049	50154	27078	45434	45434	51540	52607	79683	82853	82853	72139	36088	27448	33880	33880	39325	30769	10329	10676	10676	23336	11511	13447	22358	22358	28097	29844	28346	22511	22297	21675	151575
Nợ dài hạn###Long term Liabilities	1172788	1190972	1208472	1208472	1234798	1225555	1230814	1255909	1255909	1080286	1130142	1070980	1086519	1086519	1110953	1058792	944082	820861	820861	826516	819688	816338	815930	815930	828290	833773	836045	821705	821705	708298	618311	619951	592070	592070	532664	469822	398337	345390	343314	279260	201708	174075	190257	189244	208172	295928	303985	330416	330416	344224	364939	385553	406873	406873	467413	549109
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	477580	473866	459023	459023	466620	449110	470134	452910	452910	436224	418832	456487	439575	439575	423194	407806	429691	399528	399528	384936	399408	385672	369539	369539	351340	337657	366013	353517	353517	342876	331926	325664	318054	318054	327701	328702	317154	306576	308652	293012	302275	312690	305641	306654	295913	293718	288636	279210	279210	288525	278929	267192	258297	258511	276978	224183
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-108	0	214	0	0
Vốn chủ sở hữu ###Owners equity	477580	473866	459023	459023	466620	449110	470134	452910	452910	436224	418832	456487	439575	439575	423194	407806	429691	399528	399528	384936	399408	385672	369539	369539	351340	337657	366013	353517	353517	342876	331926	325664	318054	318054	327701	328702	317154	306576	308652	293012	302275	312690	305641	306654	295913	293718	288636	279210	279210	288525	278929	267301	258297	258297	276978	224183
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1002843	1025298	992976	992976	932504	834611	742940	685846	685846	611597	534753	497094	506574	506574	527422	601156	606068	631985	631985	660846	673712	0	687682	687682	766065	924866



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	 2007
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	88598	89406	379226	99003	95343	95779	89101	376597	94190	93719	96077	92612	362503	95647	94974	89465	82417	403819	87937	85038	123763	107082	303450	82681	77883	73841	69045	179459	42955	43010	50004	43490	182072	52850	43177	42493	43552	155108	86276	37785	36513	36691	164321	39449	42901	40596	41375	182676	58202	39493	45200	39781	144609	38698	36867	36290	32754	131843	131346
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doanh thu thuần###Net Sales	88598	89406	379226	99003	95343	95779	89101	376597	94190	93719	96077	92612	362503	95647	94974	89465	82417	403819	87937	85038	123763	107082	303450	82681	77883	73841	69045	179459	42955	43010	50004	43490	182072	52850	43177	42493	43552	155108	86276	37785	36513	36691	164321	39449	42901	40596	41375	182676	58202	39493	45200	39781	144609	38698	36867	36290	32754	131843	131346
Giá vốn hàng bán###Cost of goods sold	37790	23587	186497	48919	50937	45880	40761	185200	48666	46977	44405	45152	167063	41079	47867	37358	40759	258096	48545	47796	87313	74442	171710	45890	46305	40917	38598	110481	26173	23108	33718	27483	101239	40104	23092	18273	19770	62430	60979	15550	14281	13777	66884	14818	19784	15731	16551	80679	31448	14115	19628	15487	53003	30179	7597	7353	7874	21228	43475
Lợi nhuận gộp###Gross profit	50808	65819	192728	50083	44406	49899	48340	191397	45524	46742	51672	47460	195439	54568	47108	52106	41657	145724	39393	37242	36450	32640	131740	36791	31578	32924	30447	68978	16782	19902	16286	16007	80832	12746	20085	24220	23782	92679	25297	22235	22233	22914	97437	24630	23117	24865	24824	101997	26754	25378	25572	24294	91607	8519	29269	28937	24880	110615	87871
Doanh thu hoạt động tài chính###Financial activities Revenues	854	948	3893	1061	812	892	1127	5263	1149	1131	1297	1686	19452	1920	1480	728	15325	1474	139	678	307	350	1791	515	177	427	672	2098	108	100	1834	55	2532	984	14	1525	8	2856	1598	105	107	1046	4189	74	1545	33	2537	6522	336	1831	3361	994	16107	1646	7777	6391	294	5538	211
Chi phí tài chính###Financial Expenses	26038	27065	59960	14019	14556	15339	16046	72550	16422	17723	19005	19401	76570	20284	20806	21586	13894	28610	7715	7424	6967	6505	24529	6372	6272	6100	5786	2971	147	761	895	1167	12160	2132	2527	3458	4043	26256	5075	5746	6241	7117	24634	7954	-3148	8993	9822	42540	9492	10878	12025	10144	54061	5479	18954	16568	13059	73458	59069
Chi phí bán hàng###Selling Expenses	5561	16657	44217	10747	9474	12419	11576	39025	9648	9303	12164	7910	37545	12650	8528	9798	6570	37075	12023	9768	8530	6754	32489	7857	7727	9313	7592	21023	3877	6041	6564	4541	22261	6002	4722	5917	5620	20368	4290	4646	4933	6499	19479	4243	5071	5340	4825	16532	4105	4481	3802	4143	18022	6116	4267	3809	3829	13808	11281
Chi phí quản lý doanh nghiệp###Managing Expenses	1469	4560	14223	3334	2777	4342	3770	13276	2945	2548	3736	4047	14252	4502	3077	4286	2387	15517	4455	4452	3784	2826	15843	3969	3389	3854	4630	9133	1729	1741	3294	2368	9570	2770	807	2988	3006	7170	1273	706	2217	2973	10811	672	2778	4546	2815	6977	1247	2254	1480	1997	7566	2149	2390	1361	1666	3771	3840
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	18595	18485	78220	23044	18411	18690	18075	71809	17658	18299	18063	17789	86525	19052	16177	17164	34133	65995	15339	16276	17475	16905	60670	19108	14367	14084	13110	37949	11137	11460	7366	7986	39373	2827	12043	13382	11121	41740	16256	11241	8948	7371	46703	11836	19961	6020	9899	42470	12246	9596	11626	9003	28065	-3579	11434	13590	6620	25115	13892
Thu nhập khác###Other incomes	31	69	574	382	32	70	91	376	21	18	307	30	2031	1922	21	50	38	199	61	15	40	83	173	81	36	13	43	511	6	67	413	25	240	57	34	135	14	253	100	18	78	56	120	83	0	12	25	4	1	0	3	0	51152	51076	52	4	20	65	33
Chi phí khác###Other Expenses	6	1	4925	4863	12	16	35	143	78	9	40	17	3652	3511	0	140	1	35	3	10	16	6	14	14	0	0	0	2	2	0	0	0	106	4	0	102	0	11	4	0	0	7	3	0	0	0	3	12	11	0	1	0	45565	45511	53	0	0	1	5
Lợi nhuận khác###Other profits	25	68	-4351	-4481	20	54	56	233	-56	9	267	13	-1621	-1589	21	-90	37	164	58	5	24	77	158	66	36	13	43	509	4	67	413	25	134	53	34	33	14	242	96	18	78	49	117	83	0	12	22	-8	-10	0	2	0	5587	5565	-1	4	20	65	28
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	18620	18553	73869	18563	18431	18745	18131	72042	17602	18307	18330	17802	84904	17463	16197	17074	34170	66159	15397	16281	17499	16982	60828	19174	14403	14097	13154	38458	11141	11527	7780	8011	39507	2880	12077	13415	11135	41982	16352	11259	9026	7420	46820	11919	19961	6032	9922	42463	12236	9596	11628	9003	33652	1986	11433	13594	6639	25180	13920
Chi phí thuế TNDN###Corporate Income Tax Expenses	3724	3711	3976	1211	922	937	907	3638	916	915	917	890	6753	1082	810	854	4007	3343	805	814	875	849	3058	975	720	705	658	1866	500	576	389	401	1884	53	604	0	0	2098	0	0	0	371	1221	424	301	0	496	0	0	0	0	0	0	0	0	0	0	0	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	3724	3711	5717	2952	922	937	907	6788	4066	915	917	890	8275	2605	810	854	4007	5318	2780	814	875	849	4828	2745	720	705	658	1866	500	576	389	401	1884	53	604	671	557	2098	713	563	451	371	1221	424	301	0	496	0	0	0	0	0	0	0	0	0	0	0	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	-1741	-1741	0	0	0	-3150	-3150	0	0	0	-1523	-1523	0	0	0	-1975	-1975	0	0	0	-1770	-1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	14896	14843	69894	17352	17509	17808	17224	68404	16686	17392	17414	0	78152	0	0	0	0	62816	14592	15467	16624	16133	57770	18199	13683	13392	12496	36592	10641	10951	7391	7610	37624	2828	11473	12744	10578	39884	15640	10696	8575	7049	45600	11495	19660	6032	9425	42463	12236	9596	11628	9003	33652	1986	11433	13594	6639	25180	13920
---Cac Chi So Tai Chinh---																																																											
EBITDA	0.28	0.18	0.08	0.08	0.12	0.18	0.10	0.04	0.04	0.09	0.02	0.07	0.16	0.16	0.14	0.50	0.63	0.54	0.54	0.57	0.34	0.46	0.38	0.38	0.28	0.24	0.58	0.66	0.66	0.82	0.82	0.24	0.03	0.03	0.20	0.41	0.61	0.58	0.58	0.63	0.50	0.43	0.42	0.42	0.44	0.48	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	11.59	9.36	10.09	10.09	9.63	9.29	8.87	8.87	8.87	9.47	9.40	10.92	10.99	10.99	11.72	13.58	11.56	11.19	11.19	11.87	10.27	9.75	8.23	8.23	8.17	8.06	8.62	6.06	6.06	6.06	4.81	5.38	4.91	4.91	3.82	3.44	3.44	3.58	3.58	3.39	3.09	3.01	2.74	2.74	2.74	2.52	3.25	4.84	4.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
