CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	 2012	 2011	 2010	 2009
Tài sản cố định thuê tài chính - Giá trị hao mòn lũy kế	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tài sản cố định vô hình - Giá trị hao mòn lũy kế	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-48	-48	-48	-39
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	12512	12665	12817	12817	12969	13121	13273	13426	13426	13578	13718	22303	22600	22600	22896	23193	23489	23786	23739	24035	24331	24626	24922	24922	25218	25514	25810	26106	26106	26401	26697	26993	27289	27289	27585	28520	17670	18277	21200
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	4880	880
Tài sản dài hạn khác###Other long term assets	276	165	196	196	43	91	216	299	345	412	525	605	704	699	767	869	975	1075	1075	1397	131	133	168	145	200	240	3194	184	169	207	245	230	240	228	288	203	74	112	238
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	69677	83844	67861	67885	74216	81723	100225	85363	85589	66188	67854	88503	83942	83893	79138	80999	87500	76364	76689	77023	70401	77152	75451	75072	75369	61987	60767	60261	60926	66296	65463	73520	67420	67459	71195	70964	62067	62557	57758
Nợ phải trả ###Liabilities	32310	47704	29609	29630	36800	45071	58958	44419	44464	25790	27768	54270	47596	47557	43271	46429	53703	38920	39263	41336	35063	41900	40180	39789	41247	28517	27858	25997	26743	30790	30858	37165	31407	31357	35383	35789	26563	26943	32903
Nợ ngắn hạn###Short term Liabilities	32310	47704	29609	29630	36800	45071	58958	44419	44464	25790	27768	45795	38521	38482	33896	37054	44028	29245	29588	31061	25638	31625	28205	28664	30122	17392	14608	12322	12707	15201	15992	21443	15670	15621	18223	35619	25411	26069	25471
Nợ dài hạn###Long term Liabilities	0	0	0	0	0	0	0	0	0	0	0	8475	9075	9075	9375	9375	9675	9675	9675	10275	9425	10275	11975	11125	11125	11125	13250	13675	14035	15589	14866	15721	15737	15737	17160	169	1152	873	7432
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	37367	36140	38252	38255	37416	36652	41267	40944	41125	40398	40086	34233	36346	36336	35868	34570	33796	37443	37426	35687	35338	35252	35271	35283	34122	33470	32909	34264	34184	35505	34605	36356	36014	36102	35812	35176	35504	35614	24855
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	37367	36140	38252	38255	37416	36652	41267	40944	41125	40398	40086	34233	36346	36336	35868	34570	33796	37443	37426	35687	35338	35252	35271	35283	34122	33470	32909	34264	34184	35505	34605	36356	36014	36102	35812	35176	35504	35614	24855
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65463	73520	67420	67459	71195	70964	62067	0	0



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	 2012	 2011	 2010	 2009
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	95247	67751	286506	55148	58331	99235	73893	281075	58773	52443	90791	79319	271522	61522	46412	86586	77015	230461	49908	46377	70791	63385	196507	46136	37300	62933	50138	153733	37058	29628	50307	36749	161939	40165	30965	175692	170485	127625	81765
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	134	33	0	0	34	128	0	0	128	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	16	0	34	0	0	0
Doanh thu thuần###Net Sales	95247	67751	286372	55115	58331	99235	73859	280946	58773	52443	90663	79319	271522	61522	46412	86586	77015	230460	49908	46377	70791	63384	196507	46136	37300	62933	50138	153733	37058	29628	50307	36749	161923	40148	30965	175658	170485	127625	81765
Giá vốn hàng bán###Cost of goods sold	89960	63605	266664	50281	53309	94089	70275	257384	52588	48404	78663	75543	253199	56330	41135	81620	74200	213539	43118	43682	66611	60310	180495	42451	34451	59610	47130	142346	33165	26817	48039	34324	149460	36665	28488	160439	154879	115910	73814
Lợi nhuận gộp###Gross profit	5287	4145	19708	4834	5022	5146	3584	23563	6185	4038	12001	3776	18323	5192	5278	4966	2815	16921	6790	2695	4180	3074	16012	3685	2850	3323	3007	11388	3894	2810	2268	2424	12463	3483	2477	15219	15606	11715	7951
Doanh thu hoạt động tài chính###Financial activities Revenues	91	302	409	163	70	85	91	400	117	58	151	73	287	74	67	75	71	363	75	77	113	97	396	101	88	129	78	265	87	61	52	58	340	55	97	357	2422	389	8968
Chi phí tài chính###Financial Expenses	236	137	715	106	190	210	208	698	117	88	186	308	967	234	225	295	213	612	165	101	157	188	380	218	99	43	21	308	47	19	123	119	253	164	10	748	2907	1961	3999
Chi phí bán hàng###Selling Expenses	3218	2554	12021	3438	2928	3233	2429	11603	3766	2559	3016	2269	10383	3069	2746	2481	2061	9217	3375	1755	2210	1807	8704	2947	1703	2053	1794	8263	2498	1791	1879	1954	9499	2501	2174	10748	9912	5635	3998
Chi phí quản lý doanh nghiệp###Managing Expenses	870	922	4852	1776	1107	1076	912	4725	1540	1064	1194	898	4081	1442	920	818	904	5135	1566	927	1327	1276	4371	1264	915	1232	902	3778	1207	826	890	873	4466	1675	865	3072	3328	3388	2356
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	1054	834	2529	-322	866	711	126	6935	881	384	7756	374	3178	521	1455	1447	-292	2320	1758	-11	599	-101	2953	-642	220	124	368	-696	228	235	-571	-463	-1415	-802	-476	1007	1882	1121	6565
Thu nhập khác###Other incomes	792	285	2848	1760	547	1291	403	2989	303	313	2151	216	1442	332	569	-140	715	5372	760	887	3478	300	2596	2499	998	1062	931	5398	1321	1414	1306	1182	6185	1378	1972	2529	5957	4734	1729
Chi phí khác###Other Expenses	312	243	1452	370	457	499	125	1099	273	308	2540	206	1219	268	402	340	209	1400	359	405	418	218	1463	364	382	443	275	1390	472	487	162	281	1546	178	618	965	4447	1699	1191
Lợi nhuận khác###Other profits	480	42	1397	1390	89	792	278	1890	30	5	-389	10	223	64	167	-480	505	3972	400	483	3060	82	1132	2135	616	620	656	4008	849	927	1144	902	4639	1199	1354	1563	1511	3035	538
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	1534	876	3926	1068	955	1503	404	8825	911	389	7368	384	3401	585	1622	968	213	6292	2158	472	3659	-19	4085	1493	836	744	1024	3311	1077	1162	573	438	3224	397	878	2570	3392	4156	7104
Chi phí thuế TNDN###Corporate Income Tax Expenses	307	175	800	229	191	301	81	1808	183	78	1514	77	681	117	324	194	43	1275	420	123	728	0	925	336	184	183	225	752	237	261	178	96	795	108	177	684	876	1079	1143
Chi phí thuế TNDN###Corporate Income Tax Expenses	307	175	800	229	191	301	81	1808	183	78	1514	77	681	117	324	194	43	1275	420	123	728	0	925	336	184	183	225	752	237	261	178	96	795	108	177	684	876	1079	1143
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	1227	701	3126	839	764	1202	323	7018	727	311	5853	0	2719	0	0	0	0	5017	1739	349	2931	-19	3160	1157	652	561	799	2559	840	901	395	342	2429	290	701	1886	2517	3077	5961
---Cac Chi So Tai Chinh---																																							
EBITDA	0.01	-0.07	0.01	0.01	-0.17	-0.14	0.09	-0.01	-0.01	0.10	0.15	0.09	0.43	0.43	0.19	-0.22	-0.11	-0.33	-0.33	-0.48	0.74	0.38	0.69	0.69	0.69	0.23	0.31	0.14	0.14	0.05	-0.02	0.06	-0.06	-0.06	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	7.20	8.00	8.00	8.00	8.80	8.62	9.51	8.33	8.33	8.11	7.07	6.04	6.04	6.04	5.51	5.91	4.65	4.37	4.37	4.37	4.94	3.84	3.49	3.49	3.64	3.39	3.27	2.86	2.86	3.27	5.09	3.17	2.78	2.78	0.00	0.00	0.00	0.00	0.00
