CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	 2006
Nợ ngắn hạn###Short term Liabilities	87542	79419	13955	12095	13044	24172	7469	42594	45836	2513	23319	43979	51252	51243	4406	5494	2321	5871	5871	16576	5373	5066	5049	4981	4981	4963	6400	5168	6499	4985	5578	9859	5871	11031	15462	11624	8516	8604	8587	13949	12103	12098	12070	10579	11401	6905	11677	14106	14102	15731	16241	15142	15279	15165	14663	14710	14852	14706	14467	15527	14094	17669	17303	17303	15214
Nợ dài hạn###Long term Liabilities	764	903	903	0	0	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6187	6187	6187	6187	6187	6187	6187	6187	6187	6187	6187	6187	6187	0	0	0	0	0	50	50	50	49	49	49	49	21	21	21	21	21	21	206	21	21	21	21	21	21	21	21	541	0	0	0	1338
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580636	8	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	379346	375370	362600	365511	335723	333357	318668	132125	132084	87781	56582	27219	27210	27218	16911	16294	15801	15411	15411	15079	9957	12592	12640	12590	12634	12880	12254	13161	12524	12741	12991	13329	13320	15316	15734	15663	17885	18080	20462	21338	22124	22797	23261	23252	23659	23950	25421	23247	23255	21737	21636	20494	20492	20574	20805	20461	11847	11861	11851	12144	12516	12516	12039	12039	14063
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	79	79	79	96	96	96	106	0	0	0	0
Vốn chủ sở hữu ###Owners equity	379346	375370	362600	365511	335723	333357	318668	132125	132084	87781	56582	27219	27210	27218	16911	16294	15801	15411	15411	15079	9957	12592	12640	12590	12634	12880	12254	13161	12524	12741	12991	13329	13320	15316	15734	15663	17885	18080	20462	21338	22124	22797	23261	23252	23659	23950	25421	23247	23255	21737	21636	20494	20492	20495	20726	20382	11768	11765	11754	12047	12411	12516	12039	12039	14063
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24757	29375	25378	26348	31196	27287	26401	26684	29099	35337	34278	34943	35379	33879	35109	30876	37119	37374	37378	37490	37899	35842	35793	35759	35489	35193	26720	26589	26339	27692	27152	30185	29342	28130	30615



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	 2006
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	70472	85659	292432	108676	24062	65255	94438	391888	206092	132086	52510	1322	39259	30158	2202	4213	2686	12585	9420	20556	103	0	51	0	0	17	0	5325	1	0	0	5324	6780	2	5743	945	90	218	2	48	167	21291	692	132	5459	15008	8290	5528	640	2164	119	2399	414	671	743	571	6419	2104	844	1017	3766	7287	2849	19280
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299	0	12	0	0	0	0
Doanh thu thuần###Net Sales	70472	85659	292432	108676	24062	65255	94438	391888	206092	132086	52510	1322	39259	30158	2202	4213	2686	12585	9420	20556	103	0	51	0	0	17	0	5325	1	0	0	5324	6780	2	5743	945	90	218	2	48	167	21291	692	132	5459	15008	8290	5528	640	2164	119	2399	414	671	743	571	6419	805	844	1005	3766	7287	2849	19280
Giá vốn hàng bán###Cost of goods sold	52358	73540	214284	80769	17601	49108	66806	284568	161246	100079	22402	667	24156	18968	1013	2836	1339	1562	1301	11188	174	0	41	0	0	14	0	4790	0	0	0	4790	5429	0	5124	274	31	121	0	46	139	19084	447	36	6313	11538	3933	3277	309	268	30	1030	598	76	170	186	4114	624	303	277	2526	1852	308	12071
Lợi nhuận gộp###Gross profit	18114	12119	78148	27907	6461	16147	27632	107319	44846	32007	30108	655	15103	11190	1189	1377	1347	11023	8120	9368	-72	0	10	0	0	3	0	535	1	0	0	533	1351	2	619	671	59	97	2	2	28	2207	245	96	-854	3470	4357	2251	331	1896	89	1369	-183	595	573	385	2306	181	541	728	1239	5435	2540	7208
Doanh thu hoạt động tài chính###Financial activities Revenues	-22436	24425	1093	1	6	-515	1129	12	11	1	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	18	11	12	0	7	27	7	13	2	0	226	0	113	113	312	75	75	77	85	858	201	201	199	258	517	258	258	0	0	144	0	0	0	144	455	231	91
Chi phí tài chính###Financial Expenses	10600	277	1602	-333	941	613	0	23	0	145	0	0	0	0	0	0	0	770	0	0	770	0	42	0	0	0	0	8	0	1	0	0	-501	0	0	0	0	1	0	0	0	4	0	1	1	2	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	262	7	1103
Chi phí bán hàng###Selling Expenses	2436	0	148	16	0	-1	1	147	13	115	8	11	147	24	34	71	19	122	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
Chi phí quản lý doanh nghiệp###Managing Expenses	877	601	4566	1249	843	831	1768	2687	1046	590	599	625	3306	899	736	728	940	1358	1338	672	-633	55	489	63	93	14	270	424	230	146	278	531	4808	426	562	2125	253	4968	656	776	604	2321	520	664	694	659	1780	509	396	720	203	1827	306	419	708	394	3036	916	892	716	906	3258	1769	1895
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	-18342	35666	72990	26977	4683	14189	26992	104475	43798	31157	29502	18	11653	10267	420	578	390	8774	6660	8696	-208	-55	-521	-63	-93	-10	-270	121	-217	-135	-278	9	-2929	-417	70	-1451	-194	-4647	-653	-662	-463	195	-200	-494	-1472	2894	3431	1940	134	1374	144	59	-231	434	-135	-9	-587	-735	-351	12	477	2331	995	4302
Thu nhập khác###Other incomes	0	0	0	12539	0	0	0	689	424	266	0	0	0	0	0	0	0	1158	0	1158	-56	56	0	19	19	0	0	0	0	0	0	0	0	0	0	0	0	3505	3455	0	0	5	0	0	0	5	161	0	0	0	0	166	0	150	0	16	41	33	8	0	0	285	0	0
Chi phí khác###Other Expenses	24	0	26	12627	14	0	3	6	-3	9	0	0	33	5	0	25	0	7161	2372	4731	2420	0	0	0	0	0	0	104	0	104	60	0	1826	0	0	770	1	4028	4028	0	0	0	0	0	0	0	0	0	0	0	0	213	0	213	0	0	2	0	1	1	0	374	0	0
Lợi nhuận khác###Other profits	-24	0	-25	-88	-13	0	-3	683	427	257	0	0	-33	-5	0	-25	0	-6003	-2372	-3573	-2477	56	0	19	19	0	0	-104	0	-104	-60	0	-1826	0	0	-770	-1	-523	-573	0	0	5	0	0	0	5	161	0	0	0	0	-47	0	-63	0	16	39	33	7	-1	0	-90	0	0
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	-18366	35666	72965	26888	4670	14189	26989	105158	44225	31413	29502	18	11620	10262	420	553	390	2771	4288	5123	-2685	2	-521	-44	-74	-10	-270	17	-217	-239	-338	9	-4754	-417	70	-2221	-195	-5170	-1226	-662	-463	200	-200	-494	-1472	2899	3592	1940	134	1374	144	12	-231	371	-135	7	-548	-702	-344	10	477	2242	995	4302
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	-54	0	0	171	-54	243	-78	214	139	9	121	52	4	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	21	0	0	-368	725	838	422	34	338	36	2	0	91	-2	2	0	0	0	0	25	128	20	215
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	-54	0	0	171	-54	243	-78	214	139	9	121	52	4	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	21	0	0	0	725	838	422	34	338	36	2	0	91	-2	2	0	0	0	0	26	128	21	215
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	-18237	35872	74515	27433	4770	14315	27583	107008	45185	31824	29363	10	11710	10413	425	494	390	2771	4288	5123	-2685	2	-521	-44	-74	-10	-270	17	-217	-239	-338	9	-4754	-417	56	-2221	-195	-5170	-1226	-662	-463	179	-200	-494	-1472	2174	2755	1518	101	1036	108	10	-231	280	-133	6	-548	-702	-344	10	452	2114	975	4086
---Cac Chi So Tai Chinh---																																																																
EBITDA	1.74	1.09	2.78	2.78	-1.66	-0.03	0.05	-0.32	-0.32	0.35	-0.12	-0.20	-0.50	-0.50	-1.29	-1.31	-1.27	-0.95	-0.95	-0.66	0.06	0.26	0.52	0.52	0.36	0.55	0.60	0.95	0.95	1.25	1.30	1.22	0.75	0.75	1.11	0.78	0.80	0.73	0.73	0.87	1.09	1.46	1.46	1.66	1.58	1.46	1.09	1.09	0.86	0.63	0.59	0.51	0.51	0.18	0.15	0.26	0.64	0.64	0.83	1.33	1.28	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	12.70	6.10	8.80	8.80	9.20	12.80	19.90	16.00	16.00	10.99	3.95	3.76	3.20	3.20	3.46	4.29	3.76	1.88	1.88	0.75	0.49	0.68	0.72	0.72	0.72	0.68	0.72	0.87	0.87	0.98	1.02	1.69	1.20	1.20	0.79	0.87	0.94	1.17	1.17	2.00	1.84	2.60	2.60	3.09	3.31	5.95	7.49	7.49	11.86	16.00	3.50	4.03	4.03	3.92	3.61	4.55	6.96	6.96	5.47	5.05	7.59	0.00	0.00	0.00
