CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	 2009	Q4 2009	 2008	Q4 2008
Nợ ngắn hạn###Short term Liabilities	82888	81697	151163	151163	118571	127762	148221	205194	205194	219730	71678	101966	125494	125494	164686	146666	162933	164254	164254	129929	146902	161963	253602	253602	243661	290591	470217	677450	677450	585141	611862	605599	612148	612148	500851	567727	579378	609838	610425	581552	548687	321952	351299	302858	219695	187841	198768	158119	158119	349424	349424	322591	322591
Nợ dài hạn###Long term Liabilities	29703	24782	24649	24649	23368	24444	25144	26206	26206	28978	32851	35493	39886	39886	44195	40768	44937	88836	88836	92539	114928	123107	147549	147549	147601	153239	188900	177438	177438	196656	176344	168302	66611	66611	64201	38722	23573	24829	24829	27084	29339	30594	31849	31849	35290	47388	48748	18370	18370	7459	7459	6747	6747
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	530651	531378	540102	540102	532537	531261	528582	528543	528543	519098	528045	527479	530121	530121	529077	526656	524726	511067	511067	510714	551348	556420	1271872	1271872	1244436	1896003	1892322	1429692	1429692	1030054	956166	962543	951456	951456	933695	923306	704524	697444	699196	593790	532856	534090	375774	424051	314329	303854	297061	289368	289368	46417	46417	6869	6869
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	530651	531378	540102	540102	532537	531261	528582	528543	528543	519098	528045	527479	530121	530121	529077	526656	524726	511067	511067	510714	551348	556420	1271872	1271872	1244436	1896003	1892322	1429692	1429692	1030054	956166	962543	951456	951456	933695	923306	704524	697444	699196	593790	532856	534090	375774	424051	314329	303854	297061	289368	289368	46417	46417	6869	6869
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1744371	1736444	1630215	1630215	1498598	1529754	1307476	1332111	1334449	1202425	1110882	886637	758922	758758	569314	539083	544577	465858	465858	403300	403300	336207	336207



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	 2009	 2008
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	90317	94812	523353	162676	136525	125292	98860	622078	292472	115787	108118	105702	566107	182186	128288	129324	126309	485537	124642	116236	133175	111484	616081	219059	114752	88880	193390	923089	305150	302336	190068	125535	594056	246173	106764	158114	83005	761740	426482	230570	48531	56157	605381	384046	72357	93419	55559	421755	178466	183265	183265
Các khoản giảm trừ doanh thu###Deduction revenues	2	2034	132	95	3	0	34	314	0	0	128	186	3929	2074	0	1223	632	9692	137	672	81	8802	18035	18035	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	351
Doanh thu thuần###Net Sales	90314	92778	523221	162580	136522	125292	98826	621764	292472	115787	107990	105516	562178	180112	128288	128101	125677	475845	124505	115564	133094	102682	598046	201024	114752	88880	193390	923077	305150	302336	190068	125523	594056	246173	106764	158114	83005	761740	426482	230570	48531	56157	605381	384046	72357	93419	55559	421755	178466	182915	182915
Giá vốn hàng bán###Cost of goods sold	71184	75933	411136	122871	105295	104016	78954	526442	249059	87029	91090	98419	416421	142480	93039	98258	82644	535722	118943	97463	106165	213152	410335	143846	84290	62663	119536	617252	189265	202353	132340	93294	419791	176850	70674	117599	54668	461760	260556	132928	30004	37306	370349	225310	46900	59538	38752	283206	112419	98929	98929
Lợi nhuận gộp###Gross profit	19131	16845	112085	39709	31227	21277	19872	95322	43413	28757	16900	7097	145756	37631	35250	29843	43032	-59877	5563	18101	26929	-110470	187711	57178	30462	26216	73855	305824	115884	99983	57728	32229	174265	69323	36090	40515	28337	299980	165926	97642	18527	18851	235032	158736	25457	33881	16806	138548	66048	83986	83986
Doanh thu hoạt động tài chính###Financial activities Revenues	1053	969	4468	1245	1019	562	1640	3389	2035	843	344	168	718	282	284	56	96	443	153	48	165	78	1391	37	406	173	775	513	187	262	35	30	2430	968	585	862	15	863	50	52	664	110	1400	29	38	104	16	3408	410	43	43
Chi phí tài chính###Financial Expenses	45	261	1965	68	8	176	1713	3123	647	467	527	1482	5148	698	954	846	2649	116045	1106	2042	1256	111641	35343	2156	11442	8483	13262	48370	13821	11218	12171	11160	54422	12336	12956	17854	11277	41846	18418	8214	7928	7298	34776	18676	5942	5479	3332	10960	6101	3260	3260
Chi phí bán hàng###Selling Expenses	13671	20200	77470	22363	22289	16093	16725	70531	27301	17106	12096	14814	99529	26232	29599	21307	22390	35433	8354	11824	6736	8519	28984	18964	6848	1775	1398	5347	2054	1139	1531	623	4320	1219	1268	1011	822	6156	1965	1245	2195	695	1349	56	46	98	872	0	0	3817	3817
Chi phí quản lý doanh nghiệp###Managing Expenses	7914	8340	39912	12539	12816	6233	8324	25663	10701	8294	7780	-1112	41824	17908	8323	7736	7857	544097	2016	46150	15302	480629	688016	9184	658384	11088	9360	38418	11686	7434	12357	6940	34076	9211	8959	9034	6872	27595	6512	6713	7454	5599	26466	10459	5259	8672	2501	29879	11368	39177	39177
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	-1446	-10987	-2795	5985	-2867	-663	-5250	-607	6798	3734	-3160	-7919	-26	-6924	-3344	10	10232	-755009	-5761	-41867	3800	-711181	-563242	26911	-645806	5044	50609	214203	88509	80454	31703	13536	83877	47525	13493	13477	9381	225246	139080	81521	1613	5369	173840	129575	14248	19735	10118	101117	48989	37775	37775
Thu nhập khác###Other incomes	1010	3429	15646	1901	4565	3567	5614	22103	2944	731	4231	14197	22592	9222	6232	2291	4846	21543	6020	1741	2104	11679	49921	10413	4883	10	34615	84559	5501	67017	11325	715	5273	669	457	4086	61	2373	2018	6	135	213	7891	7627	94	30	139	1272	1257	2597	2597
Chi phí khác###Other Expenses	285	1151	1369	305	405	338	321	3964	293	2341	501	829	4082	1300	595	379	1809	37280	-478	1654	8036	28068	38267	1845	7914	147	28362	68404	3196	52627	12553	28	27813	18736	70	9005	1	741	187	158	112	230	1964	1711	13	240	0	196	23	0	0
Lợi nhuận khác###Other profits	725	2279	14278	1596	4160	3230	5292	18139	2651	-1610	3730	13368	18509	7923	5637	1913	3037	-15736	6498	86	-5932	-16389	11653	8568	-3031	-136	6253	16154	2305	14389	-1227	687	-22539	-18067	387	-4919	60	1632	1831	-152	24	-17	5926	5915	81	-210	139	1076	1234	2597	2597
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	-721	-8708	11482	7580	1293	2566	43	17533	9449	2124	570	5449	18484	999	2293	1923	13269	-770745	738	-41781	-2132	-727570	-551589	35479	-648837	4908	56862	230357	90815	94843	30476	14223	61337	29457	13880	8559	9441	226878	140911	81369	1637	5353	179767	179603	14330	19526	10257	102193	50223	40372	40372
Chi phí thuế TNDN###Corporate Income Tax Expenses	6	16	-76	16	16	-112	4	1005	4	670	4	327	-570	-45	-128	-7	-390	-9633	231	-687	2940	-12117	26973	8041	2731	1106	15095	52569	20313	20676	8445	3135	19657	11696	3491	2109	0	56802	0	0	0	1340	44961	33875	3586	4894	2564	25595	0	7065	255
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	1200	0	666	0	535	13	0	0	48	-35	-9730	231	-915	2987	-12033	26557	8092	2783	1158	14523	53511	20081	21002	9293	3135	23026	12732	3491	4443	2361	56802	35230	20382	436	1340	44961	33875	3586	4894	2564	25595	12561	7065	7065
Chi phí thuế TNDN###Corporate Income Tax Expenses	6	16	-76	16	16	-112	4	-196	4	4	4	-207	-582	-45	-128	-55	-354	98	0	228	-47	-83	416	-52	-52	-52	572	-942	232	-326	-848	0	-3369	-1035	0	-2334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	-727	-8724	11559	7565	1277	2678	39	16528	9445	1455	566	5121	19054	1044	2421	1930	13659	-761113	507	-41094	-5072	-715454	-578561	27438	-651568	3801	41767	177789	70502	74168	22031	11088	41680	17761	10389	6450	7080	170076	105681	60987	1201	4012	134806	101615	10744	14631	7693	76598	37663	33307	33307
---Cac Chi So Tai Chinh---																																																			
EBITDA	0.50	0.33	0.69	0.69	0.90	0.90	0.73	0.73	0.73	0.71	0.51	0.36	0.03	0.03	-0.46	0.41	0.54	1.44	1.44	1.20	1.15	1.21	0.54	0.54	0.61	0.43	0.90	0.96	0.96	1.05	1.18	0.75	1.21	1.21	1.04	1.16	1.16	1.08	1.08	0.99	0.62	0.49	-0.11	-0.11	0.12	0.00	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	3.43	2.07	3.39	3.39	3.55	2.89	3.17	3.01	3.01	2.96	3.26	4.69	4.11	4.11	4.14	3.00	3.47	3.60	3.60	3.58	4.00	4.60	5.30	5.30	4.80	8.10	20.60	16.70	16.70	15.53	12.57	14.95	15.55	15.55	15.00	14.33	15.00	14.45	14.45	12.99	13.62	17.12	9.20	9.20	8.14	11.39	0.00	0.00	0.00	0.00	0.00
