CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	Q1 2006	 2005	Q4 2005	Q3 2005	Q2 2005	Q1 2005
Nợ phải trả ###Liabilities	162904	172646	173368	170234	189014	133610	128892	134385	129391	111667	70942	97164	104786	107900	81426	76294	85133	110360	110732	130286	125656	114357	113257	115196	124252	88361	82727	80589	80629	76202	61271	65995	72582	72152	61942	43348	120943	126280	129949	137728	138402	118617	139983	139993	169634	140651	111422	102941	58832	92573	79419	88519	79587	79357	78880	85348	78777	77210	76828	72883	60449	64973	42767	42869	36665	32007	35698	33560	33903	31910	34704	31925	32851	32940	28602	29071	38388
Nợ ngắn hạn###Short term Liabilities	158856	168645	169413	166279	182548	127145	122426	127919	122925	105311	64586	90808	98430	107617	81144	76011	84850	110077	110450	130003	125373	114074	112985	114914	123969	88090	82456	80317	80346	75919	61000	65723	72311	71880	61670	43076	117900	123237	124066	129945	128674	106017	124568	124578	152282	124354	93003	85268	41531	76754	63529	75090	69296	69067	66439	72972	66631	63309	62992	61281	48847	53371	31166	31268	26178	21519	25210	23073	23416	22223	25016	22238	23164	23060	16824	17105	24003
Nợ dài hạn###Long term Liabilities	4048	4001	3955	3955	6466	6466	6466	6466	6466	6356	6356	6356	6356	283	283	283	283	283	283	283	283	283	271	283	283	271	271	271	283	283	271	271	271	271	271	271	3043	3043	5884	7783	9727	12599	15415	15415	17353	16297	18419	17673	17301	15820	15890	13429	10291	10291	12441	12376	12146	13901	13836	11602	11602	11602	11602	11602	10487	10487	10487	10487	10487	9688	9688	9688	9688	9570	11462	11462	13661
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	8	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	126578	123735	120028	119867	114886	106078	107583	107915	110181	109193	100691	113416	115337	117539	120109	112301	114903	112727	113313	114420	114210	121905	120872	120344	115468	109560	117121	115633	116349	115739	110142	111417	106754	106613	100566	95025	102689	102114	99798	97766	95845	121128	115224	115214	98704	100200	98546	93949	93102	88364	85131	88521	85397	85695	84900	81748	80514	79019	85373	83058	80095	77292	81468	79797	78051	76905	75960	52034	52313	51369	48685	46976	49211	49205	47728	46266	44205
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	544	702	1186	238	238	243	513	746	0	143	-17	79	230	0	-435	-190	-37	508	-263	-263	-70	0	184
Vốn chủ sở hữu ###Owners equity	126578	123735	120028	119867	114886	106078	107583	107915	110181	109193	100691	113416	115337	117539	120109	112301	114903	112727	113313	114420	114210	121905	120872	120344	115468	109560	117121	115633	116349	115739	110142	111417	106754	106613	100566	95025	102689	102114	99798	97766	95845	121128	115224	115214	98704	100200	98546	93949	93102	88364	85131	88521	85397	85540	84356	81046	79329	78780	85135	82815	79582	76546	81468	79655	78068	76826	75730	52034	52748	51559	48722	46468	49473	0	0	0	0
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	271	271	271	271	271	271	271	271	271	271	1724	1724	1724	0	1724	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171412	177412	179336	178765	162507	138373	223632	228394	229747	235494	234247	239744	255207	255207	268338	0	209968	196890	196890	181208	164822	177311	165255	165324	164051	167367	159563	156500	162487	157665	142267	143988	124390	124235	114716	108911	111657	85594	86216	83279	83388	78901	82062	82145	76330	75337	82592



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	Q1 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	174230	175798	579536	175292	146563	128831	131524	479343	134962	128400	102585	116479	417409	108757	108280	97573	106209	432753	126970	103566	112465	83479	439460	112898	121574	102530	102495	416636	108796	111290	123055	75927	484487	85853	80265	115872	202497	673330	195227	156423	150058	172845	828357	241564	220940	205731	160121	535377	80834	134299	117932	119446	415975	125100	95152	101122	94601	418974	99866	96819	118497	103593	309680	103813	70558	75257	60052	204612	74172	41179	44720	43838	191544
Các khoản giảm trừ doanh thu###Deduction revenues	-365	2272	4686	5094	1086	1423	985	2692	1461	337	424	469	1630	2837	247	165	1264	4285	617	1214	1178	1276	7889	1296	1219	2216	3180	11323	2864	5710	2464	737	2303	882	515	405	501	1674	390	208	340	735	1233	789	85	201	158	1946	259	725	202	760	891	208	192	268	224	1243	199	335	207	296	668	25	282	230	58	406	88	93	54	53	289
Doanh thu thuần###Net Sales	174595	173526	574851	170198	145476	127409	130539	476651	133501	128063	102160	116010	415779	105921	108033	97408	104945	428468	126353	102352	111287	82203	431572	111602	120355	100313	99316	405313	105932	105580	120591	75190	482183	84971	79750	115467	201996	671657	194836	156215	149718	172110	827123	240774	220855	205530	159963	533432	80574	133574	117731	118686	415084	124892	94960	100854	94377	417731	99667	96483	118290	103297	309012	103789	70276	75027	59994	204206	74084	41086	44666	43785	191255
Giá vốn hàng bán###Cost of goods sold	133679	139000	445188	133920	111283	98905	100377	371019	102426	91731	80908	93553	328150	86979	79223	77065	84489	342914	104418	83039	88035	61808	326674	76093	90562	79822	77964	293793	78579	77444	90757	47975	365147	55342	49817	88109	171438	558618	167243	131227	122658	138049	683183	201837	183708	171187	126452	437788	55690	109045	99622	96233	345018	102423	77456	84374	80049	348859	82827	79356	99955	86721	257786	87943	58198	62486	49158	161416	60724	30909	34978	34220	154267
Lợi nhuận gộp###Gross profit	40916	34526	129663	36278	34193	28503	30162	105633	31074	36332	21252	22457	87629	18941	28810	20343	20456	85554	21935	19313	23252	20395	104897	35509	29793	20491	21352	111519	27352	28136	29834	27215	117036	29629	29932	27358	30558	113038	27593	24989	27060	34061	143940	38938	37147	34344	33511	95643	24885	24529	18109	22453	70066	22468	17504	16480	14328	68872	16840	17128	18335	16576	51226	15846	12078	12541	10836	42790	13360	10177	9688	9565	36988
Doanh thu hoạt động tài chính###Financial activities Revenues	690	375	1308	415	318	445	144	5909	4703	295	355	556	1686	435	258	408	584	1947	567	282	183	144	970	204	261	404	101	599	219	193	167	20	311	130	23	116	42	330	122	30	98	80	980	190	150	413	227	814	850	137	141	242	3122	2557	160	291	138	535	57	75	37	68	1611	1243	155	120	205	231	119	18	52	42	963
Chi phí tài chính###Financial Expenses	1995	1442	4146	1457	1133	882	689	1487	640	402	457	-12	-1609	-356	261	-1785	331	3237	1330	704	525	59	1543	883	342	165	152	174	-14	121	-242	309	4275	378	194	1999	1954	10922	2447	2691	2541	3242	14538	4267	4006	3607	2659	6465	176	1668	1686	1637	4374	357	844	1603	1598	9963	2635	2808	3497	826	2222	1277	438	313	306	1804	881	322	336	264	1463
Chi phí bán hàng###Selling Expenses	21859	21911	80159	21053	18230	18766	22111	77419	20839	19913	19640	16369	55105	15380	13776	12926	12576	56412	15971	13184	15366	11871	54730	15186	15296	11717	12570	49760	15203	11493	11053	12011	50526	10055	11323	13429	16051	50878	12964	11341	12767	13807	51152	9374	14146	14773	12860	42778	9656	10964	9166	10370	32290	10830	7604	7110	6739	27478	6288	6614	7228	7327	24045	6958	5969	6223	4978	20541	6545	4590	4372	4598	17534
Chi phí quản lý doanh nghiệp###Managing Expenses	7638	6529	32811	8096	8673	8248	7400	34858	13078	7389	8997	8960	29060	6799	6282	8696	7166	26577	6850	5445	7163	7204	35453	12636	9465	7608	6866	39022	10596	9824	8878	9724	43316	9656	10232	11637	11791	37951	9200	9506	10043	8657	38635	6515	10877	9617	11656	27302	8570	6927	4022	6501	21380	8474	4823	4845	3518	18030	5665	4298	4087	4018	14098	4174	3177	3674	3074	10960	3045	2579	2379	2620	8806
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	10115	5020	13855	6087	6475	1052	107	-2222	1220	8922	-7486	-2304	6759	-2446	8748	915	967	1275	-1650	262	382	1406	14142	7008	4951	1405	1865	23162	1786	6892	10312	5190	19230	9670	8206	410	804	13617	3104	1481	1807	8434	40594	18972	8269	6760	6563	19911	7333	5107	3377	4187	15144	5364	4393	3212	2611	13936	2308	3483	3560	4473	12472	4680	2649	2450	2683	9716	3007	2704	2652	2125	10148
Thu nhập khác###Other incomes	15	71	3079	141	2598	241	73	1934	220	163	122	912	899	9	295	-334	735	1225	543	65	242	333	4925	943	3694	-1273	1496	6531	1413	2094	1697	1435	3701	1977	983	396	346	1357	385	127	306	157	836	-7	483	268	92	3084	409	280	2010	382	1772	711	76	913	80	2297	944	1063	644	65	1077	851	404	274	389	4408	1233	637	706	831	1969
Chi phí khác###Other Expenses	75	144	332	45	23	60	204	556	140	117	-33	122	713	281	54	331	42	1760	200	95	74	49	622	423	101	-1349	1470	6682	1614	1756	1920	1393	3654	2328	1216	87	22	659	308	92	27	514	1344	40	677	238	389	3163	358	611	1953	241	747	918	55	149	57	1758	46	820	641	250	1126	597	502	423	474	3828	1105	592	798	835	2324
Lợi nhuận khác###Other profits	-60	-73	2748	96	2575	181	-131	1379	80	46	154	790	186	-272	240	-665	692	-535	343	-30	168	284	4304	520	3593	76	27	-151	-201	338	-223	42	48	-351	-233	308	324	697	76	35	279	-356	-508	-47	-194	30	-297	-79	51	-330	57	141	1025	-208	21	764	24	540	898	243	3	-185	-48	253	-98	-149	-86	580	127	45	-92	-4	-355
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	10055	4947	16602	6183	9049	1233	-24	-843	1300	8968	-7332	-1514	6944	-2718	8989	250	1659	740	-1307	233	550	1690	18446	7528	8544	1481	1892	23011	1585	7230	10089	5232	19278	9318	7973	718	1127	14314	3180	1516	2086	8078	40086	18925	21131	6790	6266	19833	7385	4777	3434	4327	16169	5157	4415	3977	2635	14476	3206	3726	3564	4288	12424	4933	2551	2301	2597	10296	3135	2748	2560	2120	9794
Chi phí thuế TNDN###Corporate Income Tax Expenses	2212	1240	1990	1202	241	239	308	1578	312	466	393	407	1834	892	977	352	129	700	-199	22	59	658	4723	1740	2636	560	403	5355	975	1632	2588	569	6541	3269	2433	348	0	3558	0	0	0	2163	7842	2394	2071	1687	1669	4641	1701	1182	668	1090	3777	950	1103	969	626	2424	-116	766	820	904	2372	865	482	487	528	1965	544	549	576	593	2448
Chi phí thuế TNDN###Corporate Income Tax Expenses	2212	1240	1990	1202	241	239	308	1578	312	466	393	407	1403	892	977	-78	129	1131	392	22	59	658	4723	1740	2636	560	403	5355	975	1632	2588	569	6541	3269	2433	348	491	3558	806	-409	999	2163	7842	2394	2071	1687	1669	4641	1594	1182	668	1090	3777	950	1103	969	626	2424	-116	766	820	904	2372	866	482	478	529	1965	533	550	576	594	2448
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	431	0	-431	-591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	7843	3707	14612	4980	8808	995	-332	-2421	988	8502	-7725	-1921	5110	-2681	8011	-103	1530	40	-1107	211	491	1032	13722	5788	5908	921	1489	17656	610	5598	7501	4664	12737	6050	5540	370	636	10756	2375	1925	1087	5915	32245	16531	6004	5103	4597	15191	5791	3595	2766	3238	12392	4206	3312	3008	2009	12053	3322	2959	2743	3384	10051	4068	2068	1823	2068	8331	2602	2199	1984	1527	7345
---Cac Chi So Tai Chinh---																																																																									
EBITDA	0.21	-0.37	-1.01	-1.01	-0.14	-0.16	-0.06	-0.02	-0.02	0.10	0.15	0.31	0.30	0.30	0.06	-0.04	0.17	-0.93	-0.93	-0.77	0.30	-0.02	0.76	0.76	0.47	0.08	0.03	0.00	0.00	-0.06	-0.20	0.00	0.21	0.21	0.64	0.73	0.34	0.50	0.50	0.61	0.48	1.01	0.80	0.80	0.52	0.84	0.56	0.62	0.62	0.74	0.65	0.54	0.54	0.54	0.51	0.42	0.48	0.56	0.56	0.59	0.76	0.71	0.09	0.09	0.05	0.06	0.09	0.10	0.10	0.09	0.08	0.03	0.00
Giá giao dịch cuối quý###Last Price of Quarter	23.10	22.90	21.08	21.08	28.87	39.55	39.93	21.49	21.49	25.29	27.38	25.64	26.56	26.56	22.89	23.08	19.17	21.50	21.50	25.98	28.67	20.58	21.69	21.69	21.35	33.01	23.34	19.18	19.18	17.95	26.93	19.34	15.47	15.47	21.66	20.34	22.47	16.23	16.23	16.81	23.27	21.09	16.48	16.48	15.45	12.80	15.30	16.26	16.26	17.92	15.74	8.80	8.56	8.56	9.66	8.95	5.67	5.78	5.78	6.43	6.53	8.31	13.51	13.51	17.34	14.60	17.76	12.15	12.15	17.10	13.96	14.00	7.95
