CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tài sản cố định thuê tài chính - Giá trị hao mòn lũy kế	-2605	-1780	-954	-954	-321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2691	-2623	-2555	-2427	-2427	-2334	-2240	-2113	-1986	-1986	-1860	-1733	-1574	-1416	-1416	-1258	-1099	-1792	-1529	-430	-1330	-1067	-735	-539	0	-235	0	-443	-357	0	0	0	-33	0	0	0	0	0	0	0	0
Tài sản cố định vô hình - Giá trị hao mòn lũy kế	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-246	-233	-220	-220	-207	-194	-181	-173	-173	-163	-148	-133	-118	-118	-103	-88	-79	-71	-71	-1626	-1609	-1573	-1538	-1538	-1531	-1474	-1416	-1359	0	-1308	-1256	-1205	-1153	0	-2103	0	-2003	-1952	0	0	0	-1544	-1242	-1242	0	0	0	-541	0	0
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	1554	1594	1594	1811	1931	1931	1836	1836	1836	2118	2118	2073	2513	4201	4286	4286	24350	24350	24350	23532	23532	23532	37102	37102	37884	36984	40152	40152	40152	53659	53659	63659	91409	91409	81749	90749	102599	102599	102599	126608	123899	70923	90379	90379	90379	98021	95731	95456	92230	94497	94497	94047	94527	94527	114630	72882	72435	72435	72935	76665	80586	80586	23996	23996	8685	8685	5751	5751	5751	5637
Tài sản dài hạn khác###Other long term assets	20311	24250	25361	25361	31430	30585	33006	28074	28074	27441	24913	21234	21581	21581	22519	23713	23246	23054	23054	30791	34058	34790	36465	36465	40322	35547	26990	37044	36985	52172	58484	34060	35212	35047	16454	17118	14258	15514	15514	13467	16187	18534	18749	19505	14620	13971	14691	15347	6268	9373	10236	10203	9138	11726	8604	7489	6461	5671	5651	5485	5076	5458	5641	5641	3933	4448	5366	5839	5844	5589
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	1416834	1471482	1464508	1463871	1457436	1511320	1547392	1491929	1491929	1434712	1434756	1450670	1475051	1481459	1505021	1515227	1458948	1453490	1453490	1527819	1477567	1334045	1400796	1400796	1370622	1304244	1286588	1299083	1299083	1332116	1330162	1203029	1338274	1338274	1351662	1186113	1202926	1155249	1155249	1171994	1158023	1129673	1119587	1106554	1078240	1033324	975355	821937	648576	776331	774257	692312	695449	695136	723923	749399	703716	632833	632184	662268	597543	520727	506333	506333	325919	290853	253781	253246	252019	266781
Nợ phải trả ###Liabilities	959543	1002592	996044	995345	989552	1043539	1081472	1027044	1026901	970148	970429	962991	989167	990449	1025524	1044482	949719	953279	953279	1050231	1011500	816931	890798	891128	877239	823672	826398	785480	785480	835496	850313	781895	897119	897119	1037342	885952	914393	842084	842084	882123	877837	840447	801427	796925	781875	736550	689839	521756	408682	487005	536678	466634	453280	450478	484444	520031	487840	407358	405817	443005	385518	318211	293374	291938	244181	234407	212524	206119	205029	228829
Nợ ngắn hạn###Short term Liabilities	941517	980941	978765	978067	970798	1040717	1077643	1023354	1023212	965304	965585	957088	983264	984546	1018325	1037912	931773	943224	934789	1032683	992797	785008	858816	859146	830635	777291	772756	728832	728832	756790	789149	701808	801919	801919	939904	838939	871661	799152	799152	815442	810981	774354	734596	705505	692791	629374	606482	443396	340951	412803	458456	394950	385605	383959	401969	465210	427504	371959	370418	403709	345569	282314	265883	264447	229908	220134	200983	181136	180047	189162
Nợ dài hạn###Long term Liabilities	18026	21651	17278	17278	18755	2822	3830	3690	3690	4844	4844	5904	5904	5904	7200	6570	17945	10055	18491	17548	18703	31923	31983	31983	46604	46381	53641	56648	56648	78707	61164	80087	95200	95200	97438	47013	42732	42932	42932	66681	66856	66093	66831	91420	89084	107175	83357	78360	67731	74202	78222	71684	67675	66519	82475	54821	60337	35399	35399	39296	39950	35897	27491	27491	14273	14273	11541	24983	24983	39668
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	8	0	0	0	0	0	0	0	0	0	0	9	0	0
Vốn chủ sở hữu ###Owners equity	457291	468890	468464	468526	467884	467781	465919	464885	465028	464564	464327	487679	485883	491010	479496	470745	509230	500211	500211	477588	466067	517115	509997	509667	493382	480572	460190	513603	513603	496620	479849	421134	441155	441155	314320	300160	288533	313165	313165	289871	243818	249420	318160	0	252990	254255	243931	300181	239894	245660	194590	182850	196306	199102	194730	186247	175434	181972	182828	176933	172127	163991	170655	172091	60595	35975	31823	34504	46989	27953
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2505	2765	3288	2924	974	974	1610	1980	2309	0	1436	886	1094	1155	0	443	427
Vốn chủ sở hữu ###Owners equity	457291	468890	468464	468526	467884	467781	465919	464885	465028	464564	464327	487679	485883	491010	479496	470745	509230	500211	500211	477588	466067	517115	509997	509667	493382	480572	460190	513603	513603	496620	479849	421134	441155	441155	314320	300160	288533	313165	313165	289871	243818	249420	318160	266011	252990	254255	243931	300181	239894	245660	194590	182850	196306	196598	191965	182960	172510	180998	181855	175323	170146	161682	170655	170655	59710	34881	30668	34504	46546	27525
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36368	39805	42614	0	43374	42519	41585	44367	0	43667	42990	42828	45863	45555	44749	43120	40441	43503	43539	42330	39898	38525	42304	42304	21143	20470	9434	12624	0	10000
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1330162	1203029	1338274	1338274	1351662	1186113	1202926	1155249	1155249	1171994	1158023	1129673	1106554	0	1078240	1033324	975355	821937	821937	776331	774257	692312	695449	695136	723923	749399	703716	632833	632184	662268	597543	520727	506333	389143	325919	290853	253781	253246	253246	266781



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	264969	75508	828047	252657	192549	235920	146921	695515	204442	158787	195422	136864	969029	308858	221771	242452	195948	913684	270945	267716	261541	113482	1241498	360859	272109	317796	290734	1299121	442987	299575	380221	176339	1159329	335964	316411	349187	157767	811273	276930	159603	202698	172042	919803	311391	253548	252392	118733	821908	658669	239493	174743	128001	592478	187451	234248	98087	72692	582999	262295	127967	119301	73436	460550	155331	102002	95503	59522	297615	119923	338426
Các khoản giảm trừ doanh thu###Deduction revenues	124	0	7163	3913	0	24	3226	56423	4187	30274	827	21135	24239	13484	3764	1932	5060	12280	6096	2712	3249	223	2366	1686	0	566	113	3833	985	480	645	1723	2537	533	1471	532	0	1578	1578	0	0	0	2738	1727	0	0	0	214	214	0	0	25	971	341	0	631	0	4035	3282	0	157	596	653	205	323	0	0	4441	859	0
Doanh thu thuần###Net Sales	264845	75508	820884	248744	192549	235896	143695	639092	200255	128513	194595	115728	944790	295374	218006	240521	190889	901404	264849	265004	258291	113259	1239132	359173	272109	317230	290620	1295289	442002	299095	379577	174615	1156793	335431	314940	348655	157767	809695	275352	159603	202698	172042	917065	309664	253548	252392	118733	821695	658455	239493	174743	127976	591507	187111	234248	97457	72692	578965	259014	127967	119144	72840	459897	155126	101680	95503	59521	293174	119064	338426
Giá vốn hàng bán###Cost of goods sold	231585	51006	714937	227844	167084	204726	116304	521179	170874	103457	159724	87123	791300	249484	180317	213865	155234	727288	200220	223520	221983	81565	1016112	287270	228031	258874	241937	1074000	366732	247376	325137	134756	939839	275426	259308	288314	116790	606184	191886	124198	155489	134611	755119	260306	208542	214349	86455	698323	562364	211883	140220	103474	514494	165096	217173	80723	51689	497490	230379	108512	100961	58138	399340	144606	83817	0	50941	246095	102871	295794
Lợi nhuận gộp###Gross profit	33260	24502	105948	20899	25465	31170	27391	117913	29381	25056	34871	28605	153490	45891	37689	26656	35655	174116	64629	41484	36309	31693	223020	71903	44078	58356	48684	221288	75270	51719	54440	39859	216954	60004	55632	60340	40978	203511	83466	35405	47209	37431	161946	49358	45007	38043	32279	123371	96091	27610	34523	24501	77013	22015	17075	16733	21002	81475	28634	19455	18184	14702	60557	10520	17863	0	8580	47079	16193	42632
Doanh thu hoạt động tài chính###Financial activities Revenues	2	2	41	10	16	8	7	109	39	8	13	49	9481	20	23	8559	879	551	22	197	41	290	2012	250	1586	59	117	1077	206	-48439	-38467	39223	446	85	82	102	177	32721	374	1442	355	30551	11189	2880	1866	2113	1511	8399	7514	4398	2360	165	32018	7842	9003	15344	329	9263	715	3148	4766	634	7466	4173	57	873	3149	1194	1087	3129
Chi phí tài chính###Financial Expenses	13171	10369	42172	9446	9874	11527	10298	42955	12087	10346	10895	9628	45082	11100	10077	11834	10382	38963	11032	10711	9702	7518	44612	10880	10207	13594	9931	48605	19665	-36316	-25798	42499	71654	7175	20108	28554	15818	121964	41423	15696	20396	47158	54401	14769	18329	11456	9901	31284	22954	9049	8399	4619	29395	8832	3911	11832	5320	22107	8451	6712	3608	2837	12781	2730	2961	0	3111	12171	2895	11490
Chi phí bán hàng###Selling Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	35	293	0	83	0	59	312	68	230
Chi phí quản lý doanh nghiệp###Managing Expenses	19067	13471	61190	15117	15374	14975	15714	63705	16275	14693	15825	16912	81013	20218	17055	15414	16006	77226	26123	16559	18082	16463	102170	45856	19134	19367	17813	84874	31069	18666	18322	16818	81686	31991	17563	16757	15375	72399	19663	15038	20630	17068	77054	23439	20580	15567	13059	59822	45024	13441	15536	12464	44740	12617	11555	10654	9726	34966	11448	8350	8500	6668	26381	5985	6456	0	5126	21171	7045	25097
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	1025	664	2627	-3653	233	4676	1387	11362	1059	25	8164	2114	36876	14593	10580	7966	10145	58477	27497	14412	8566	8002	78251	15417	16322	25454	21057	88886	24743	20930	23448	19765	64060	20923	18044	15131	9962	41869	22754	6113	6537	3756	41680	14029	7963	13134	10829	40665	35627	9518	12946	7584	34897	8408	10612	9592	6286	33630	9451	7541	10842	5796	28567	5977	8419	0	3433	14618	7273	8943
Thu nhập khác###Other incomes	494	18	5518	4478	64	877	98	2521	529	891	957	144	5062	646	1448	1668	1300	5550	-562	4432	1268	411	3334	2007	139	713	474	3639	860	841	1453	484	6789	2051	3800	715	223	12422	2724	1461	4491	3747	9481	806	15363	364	2230	5545	5353	217	694	453	19602	279	5581	7527	6215	1398	754	374	111	159	4252	205	271	0	357	4030	405	301
Chi phí khác###Other Expenses	250	121	915	15	93	632	192	1942	496	620	814	13	1900	26	1091	397	387	3136	-1343	4262	82	135	923	773	11	35	104	976	73	287	203	413	9500	6364	2838	280	18	7086	341	235	3523	2987	6932	215	16845	183	1867	2649	2425	2	126	47	14516	2263	5115	3126	4012	1472	1266	66	90	51	4385	1605	91	0	69	3454	138	1093
Lợi nhuận khác###Other profits	244	-104	4603	4464	-29	245	-94	578	33	272	143	131	3162	620	357	1271	914	2414	781	170	1187	276	2412	1234	129	679	370	2662	787	554	1250	71	-2711	-4313	962	435	205	5337	2383	1227	968	760	2549	590	-1482	181	363	2897	2928	215	567	406	5086	-1985	466	4402	2203	-75	-512	308	21	108	-133	-1400	180	0	289	577	267	-792
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	1269	560	7229	811	205	4921	1293	11940	1092	296	8307	2245	40037	15213	10937	9237	11059	60892	28278	14582	9753	8278	80662	16651	16451	26132	21428	91548	25530	21485	24698	19836	61349	16610	19006	15566	10167	47206	25136	7339	7505	4516	44229	14620	6482	13314	11192	43561	38555	9733	13514	7989	39983	6424	11078	13993	8488	33555	8939	7849	10864	5903	28434	4577	8599	6799	3721	15194	7540	8151
Chi phí thuế TNDN###Corporate Income Tax Expenses	259	134	1575	186	102	984	259	2371	88	59	1632	449	8537	3699	2186	1894	2040	12329	5656	3061	1954	1658	17530	3746	3641	5750	4723	20183	5634	4713	5462	4373	17017	5775	4846	0	0	5893	0	0	0	2462	5078	1056	1463	2369	477	5887	1471	1556	1612	1249	4529	803	1646	1044	1053	4103	1199	842	1026	143	2025	0	714	626	47	786	156	364
Chi phí thuế TNDN###Corporate Income Tax Expenses	259	134	1575	186	102	984	259	2371	88	59	1632	449	8537	3699	2186	1894	2040	12329	5656	3061	1954	1658	17530	3746	3641	5750	4723	20183	5634	4713	5462	4373	17017	5775	4846	3827	2569	5893	1842	0	912	2462	5078	1056	1463	1744	477	5887	5370	1556	1612	1249	4529	803	1646	1044	1053	4103	1199	842	1026	144	2025	0	714	0	47	786	157	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	1009	426	5654	625	102	3937	1034	9570	1004	237	6675	1796	31501	11514	8751	7343	9019	48563	22623	11521	7799	6620	63132	12905	12810	20383	16704	71366	19896	16771	19235	15462	44332	10835	14160	11739	7598	41312	23294	7339	6593	2054	39152	13563	5019	11570	10715	37674	33185	8177	11902	6741	35454	5621	9432	12949	7436	29452	7740	7007	9838	5760	26409	4577	7885	6220	3674	14408	7383	4382
---Cac Chi So Tai Chinh---																																																																						
EBITDA	0.32	0.39	0.00	0.00	-0.13	0.17	0.49	0.49	0.49	0.57	0.55	0.35	0.18	0.18	0.12	0.18	0.21	0.42	0.42	0.45	0.65	0.66	0.72	0.72	0.80	0.81	1.19	1.13	1.13	1.26	1.26	0.93	1.14	1.14	1.11	1.32	1.48	1.36	1.36	1.45	1.51	1.61	1.75	1.75	1.57	1.53	1.36	1.41	1.41	1.58	1.50	1.28	1.23	1.23	1.17	1.25	1.40	1.49	1.49	1.64	1.51	1.36	-0.08	-0.08	-0.17	-0.17	-0.18	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	2.30	2.00	2.80	2.80	3.40	3.40	4.20	4.40	4.40	5.10	5.30	6.90	7.74	7.74	8.30	8.58	8.11	8.39	8.39	8.58	10.57	10.74	11.43	11.43	11.00	11.69	11.69	11.29	11.29	10.84	9.56	10.76	9.26	9.26	5.54	5.60	5.31	3.69	3.69	2.65	4.54	4.06	2.90	2.90	4.30	4.64	4.81	5.09	5.09	6.24	7.25	7.77	7.60	7.60	8.25	4.56	2.85	2.76	2.76	4.52	2.77	4.22	14.36	14.36	7.28	6.35	6.94	2.24	2.24	0.00
