CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	Q1 2006	 2005
Vốn chủ sở hữu ###Owners equity	159659	158379	158894	158890	158465	158689	158704	158889	158730	157858	158038	158576	158708	158819	158700	158858	157654	157789	157810	158291	157440	157260	157137	157137	154820	149705	147934	143369	143369	142783	142838	142522	142555	142564	142886	142823	151938	101662	101660	108548	117077	110590	99443	98914	114739	109783	113796	112923	114146	111619	110522	117830	97924	97627	93037	87260	84517	83706	85253	89436	86146	88079	26238	26238	24518	21804	15626	13698	14498	13852	13156	12500	13097
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176610	178010	179342	179307	180052	183363	188085	184275	184293	197187	202255	181369	170325	169742	178550	169884	175770	173634	173593	170022	118840	130090	122090	117046	107735	99523	104192	106987	107814	121586	113628	126346	74683	74469	142154	98588	71956	21114	21114	21279	32192	46959	32038



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	Q3 2006	Q2 2006	Q1 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	903	948	6531	1662	1306	1844	1720	7767	2654	1676	1918	1518	16139	5269	2670	5554	2646	33843	6781	11625	8660	6777	76668	19457	30378	18601	8232	26578	7088	6498	6971	6021	35770	9752	6199	10024	9795	46139	9999	11283	11486	13370	45813	19508	11081	8936	6288	56706	19947	11737	11406	18396	92806	44976	13273	8235	8938	70138	22204	17926	14935	15074	226849	27606	98318	39530	61398	47241	15094	11968	11648	8531	40067
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	70	0	4	0	0	0	0	0	0	88	12	74	78	3	41	0	0	34	7	0
Doanh thu thuần###Net Sales	903	948	6531	1662	1306	1844	1720	7767	2654	1676	1918	1518	16139	5269	2670	5554	2646	33843	6781	11625	8660	6777	76668	19457	30378	18601	8232	26578	7088	6498	6971	6021	35770	9752	6199	10024	9795	46139	9999	11283	11486	13370	45813	19508	11081	8936	6288	56706	19947	11737	11406	18396	92731	44905	13273	8231	8938	70138	22204	17926	14935	15074	226760	27595	98245	39452	61395	47201	15094	11968	11614	8524	40067
Giá vốn hàng bán###Cost of goods sold	912	1180	5721	1563	1223	1358	1577	7323	2447	1529	1764	1377	12813	4713	2329	3503	2269	28905	6493	9334	7224	5854	59677	15473	23000	14542	5990	22805	6152	5498	6010	5145	30816	8292	5325	8869	8331	39167	8545	9473	9640	11509	40106	17395	9528	7817	5365	41108	17114	10741	9820	7288	80923	38917	11211	7142	7601	59509	19799	15422	12246	12140	211375	23884	93218	36798	57409	38331	12806	9926	9071	6529	30848
Lợi nhuận gộp###Gross profit	-10	-232	810	99	82	486	143	444	208	148	154	141	3325	556	341	2051	377	4938	288	2291	1436	923	16991	3983	7378	4059	2242	3774	936	1001	961	876	4954	1460	875	1155	1464	6971	1454	1811	1846	1861	5707	2113	1553	1119	922	15598	2833	996	1586	11108	11807	5988	2062	1088	1337	10629	2405	2504	2688	2934	15385	3710	5027	2654	3987	8870	2288	2043	2543	1995	9219
Doanh thu hoạt động tài chính###Financial activities Revenues	994	1	1301	1300	0	0	0	1513	1138	3	4	5	21	7	5	4	5	41	12	5	17	8	4099	35	10	17	4037	1753	1016	7	723	7	994	29	82	890	-13	9218	-5851	10	3075	612	19465	269	6091	16407	1455	15452	414	4468	9444	815	10015	719	1042	6459	1660	4635	65	2945	797	1022	1768	573	105	303	787	37	4	6	19	9	28
Chi phí tài chính###Financial Expenses	-608	39	851	731	0	121	0	415	138	0	365	50	493	178	58	62	57	179	56	56	57	0	273	37	46	171	19	898	351	49	453	45	805	476	0	-12	129	-4280	1324	8730	-4151	-10031	28367	12669	598	19602	67	10617	-1310	1617	6877	66	475	7	0	13	7	7391	5673	23	8	12	411	122	127	69	85	263	102	49	51	54	242
Chi phí bán hàng###Selling Expenses	53	68	384	105	94	90	95	472	116	110	118	127	876	115	199	304	258	1082	305	290	280	207	1056	332	210	958	228	1262	307	309	338	308	1434	411	267	367	389	1647	380	407	395	466	2321	524	572	589	636	3020	625	708	847	840	3871	1153	1018	805	895	4865	1257	1186	1201	1221	4600	1364	1214	946	1169	3412	940	704	855	919	4119
Chi phí quản lý doanh nghiệp###Managing Expenses	136	175	816	83	212	290	231	748	214	220	213	100	807	113	283	212	199	2873	630	788	878	576	2541	628	575	676	661	2280	522	597	577	585	2546	907	624	557	655	2372	569	738	534	530	2247	555	504	613	546	2009	687	346	403	384	1655	516	444	356	339	1467	365	376	456	325	1936	800	378	369	304	1470	359	328	483	301	1580
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	1404	-513	59	480	-224	-14	-183	321	878	-180	-538	-132	1170	159	-194	1477	-133	845	-692	1162	238	147	17220	3021	6557	2271	5371	1086	771	53	317	-56	1161	-304	64	1133	277	16451	-6670	-8054	8143	11508	-7762	-11366	5970	-3277	1129	15404	3246	2793	2903	10632	15822	5031	1642	6375	1756	1541	-4826	3864	1820	2397	10206	1997	3413	1573	3215	3762	891	967	1173	731	3306
Thu nhập khác###Other incomes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	9	9	0	0	0	22	0	0	0	22	0	0	0	0	0	160	0	160	0	0	211	0	210	1	0	1522	0	22	0	0	8230	24	8174	32	0	311	-2	32	280	0	74	56	18	0	0	71	37	0	20	13	31
Chi phí khác###Other Expenses	0	1	10	7	0	0	2	0	0	0	0	0	25	7	3	13	2	12	0	3	7	2	3	1	0	0	1	185	185	0	1	0	128	19	1	107	1	381	0	139	0	0	194	0	194	0	0	723	0	0	0	0	2203	27	2176	0	0	282	0	71	211	0	0	0	0	0	0	45	31	0	0	14	0
Lợi nhuận khác###Other profits	0	-1	-10	-7	0	0	-2	0	0	0	0	0	-25	-7	-3	-13	-2	-9	3	-3	-7	-2	7	8	0	0	-1	-163	-184	0	-1	22	-128	-19	-1	-107	-1	-221	0	21	0	0	17	0	16	1	0	798	0	22	0	0	6027	-3	5998	32	0	29	-2	-39	69	0	74	56	18	0	0	26	6	0	20	-1	31
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	1404	-515	49	473	-224	-14	-185	321	878	-180	-538	-132	1144	151	-197	1464	-135	836	-690	1159	231	145	17227	3028	6557	2271	5370	923	587	53	316	-33	1033	-322	63	1026	276	16230	-6670	-8033	8143	11508	-7745	-11366	5986	-3276	1129	16203	3246	2815	2903	10632	21849	5028	7640	6406	1756	1570	-4828	3825	1889	2398	10279	2052	3431	1573	3215	3788	897	968	1193	730	3337
Chi phí thuế TNDN###Corporate Income Tax Expenses	125	0	45	48	0	0	0	140	5	0	0	0	225	32	-39	260	0	183	0	308	51	22	3459	711	1443	500	806	0	0	0	0	0	187	0	0	0	0	254	0	0	0	361	0	-283	283	-256	256	3800	719	614	217	2658	4095	880	1783	1121	33	192	-645	536	233	335	1727	360	750	219	451	1061	251	271	538	202	934
Chi phí thuế TNDN###Corporate Income Tax Expenses	125	0	45	48	0	0	0	140	5	0	0	0	225	32	0	260	0	183	0	308	51	22	3459	711	1443	500	806	0	0	0	0	0	187	0	0	187	0	254	2	0	1657	361	0	-283	283	-256	256	3800	719	614	657	2658	4095	880	1783	1121	33	192	-645	536	233	336	1727	361	751	219	451	1061	251	271	538	203	934
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2017	0	-7745	7745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	1279	-515	5	425	-224	-14	-185	181	872	-180	-538	-132	919	120	-158	1204	-135	652	-690	851	180	123	13767	2317	5115	1771	4565	923	587	53	316	-33	846	-322	63	839	276	15976	-4655	-8033	14232	3402	-7745	-11082	5702	-3020	873	12402	2527	2201	2246	7974	17753	4148	5857	5285	1723	1378	-4183	3290	1656	2062	8552	1692	2681	1354	2764	2727	646	697	655	527	2403
---Cac Chi So Tai Chinh---																																																																									
EBITDA	0.22	-0.08	0.65	0.65	0.92	0.47	0.14	0.20	0.20	-0.03	-0.01	0.42	0.65	0.65	1.77	1.04	0.90	0.20	0.20	-0.04	0.62	0.80	0.96	0.96	1.10	0.81	1.19	0.97	0.97	1.01	1.33	1.33	2.04	2.04	1.89	1.49	1.63	1.67	1.67	1.70	1.78	1.76	1.73	1.73	1.61	1.65	1.29	1.33	1.33	1.19	1.08	0.67	0.62	0.62	0.59	0.52	0.78	0.85	0.85	0.96	0.97	0.86	0.06	0.06	0.04	0.03	0.02	0.34	0.34	0.58	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	4.70	3.90	3.70	3.70	5.60	6.90	8.60	9.40	9.40	6.90	9.00	6.90	5.90	5.90	4.80	5.20	4.00	4.70	4.70	6.90	7.90	8.24	9.35	9.35	10.65	8.98	9.45	7.32	7.32	6.85	6.30	8.70	6.48	6.48	4.72	6.39	5.19	7.32	7.32	6.20	7.15	4.44	3.21	3.21	4.93	5.33	8.15	11.50	11.50	17.29	27.57	16.26	12.72	12.72	17.04	6.88	5.10	4.46	4.46	8.15	5.21	10.46	21.58	21.58	16.24	11.91	8.82	4.31	4.31	4.14	0.00	0.00	0.00
