CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2147483647	8	0	0	0	0	0	0	0	0	0	0	9	0	0
Vốn chủ sở hữu ###Owners equity	22618	23363	23363	23363	23059	22895	23332	23332	23324	23129	22881	22954	23120	23120	22718	22718	22995	22995	22995	22569	22391	23187	23187	23194	22623	22090	23504	23504	23504	22968	22718	23263	23264	23264	23877	23727	24504	24426	24466	24175	23825	24170	24092	24095	24066	24027	24046	24056	24056	23637	23371	24282	23985	23617	23048	22911	22657	24570	24315	24575	23624	23099	22874	23638	24115	23033	21730	19680	21187	19572
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-397	-836	-694	-398	0	-358	-44	-330	-241	0	727	350	623	713	0	1549	1674
Vốn chủ sở hữu ###Owners equity	22618	23363	23363	23363	23059	22895	23332	23332	23324	23129	22881	22954	23120	23120	22718	22718	22995	22995	22995	22569	22391	23187	23187	23194	22623	22090	23504	23504	23504	22968	22718	23263	23264	23264	23877	23727	24504	24426	24466	24175	23825	24170	24092	24095	24066	24027	24046	24056	24056	23637	23371	24282	23985	24013	23884	23605	23055	24570	24673	24618	23954	23340	22874	22911	23765	22410	21017	19680	19638	17897
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41007	40506	39318	39318	39471	39826	43341	42869	42869	45331	43887	47337	47445	47445	58149	63383	69070	60811	60710	51280	53919	57301	58969	59000	49981	46360	56349	50611	50173	41836	34908	30822	28882	28882	30391	31812	33658	31432	31432	28826



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	Q1 2007	 2006	Q4 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	9339	5405	26322	3600	6605	11824	4293	23200	3712	6993	9431	3330	19203	787	3749	6398	4508	20245	2170	3589	5384	5475	16681	1712	4740	5731	4498	19054	1554	5119	5388	6992	21024	2119	5132	9206	6175	24536	1646	7509	7728	7653	50826	5520	20695	13420	11191	45699	12481	10129	12498	10591	48900	9987	8841	15929	14143	49406	5625	18478	14522	10782	49757	5208	14579	16104	13868	50430	5879	50298
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	65	43	0	22	0	6	6	0	0	0	0	0	0	0	0	2	0	0
Doanh thu thuần###Net Sales	9339	5405	26322	3600	6605	11824	4293	23200	3712	6993	9431	3330	19203	787	3749	6398	4508	20245	2170	3589	5384	5475	16681	1712	4740	5731	4498	19054	1554	5119	5388	6992	21024	2119	5132	9206	6175	24536	1646	7509	7728	7653	50825	5519	20695	13420	11191	45699	12481	10129	12498	10591	48835	9944	8841	15907	14143	49400	5620	18478	14522	10782	49757	5208	14579	16104	13868	50429	5879	50298
Giá vốn hàng bán###Cost of goods sold	7144	3924	19134	1696	5226	9098	3095	17481	2731	5241	7496	2339	14889	204	3083	4889	3449	16341	1518	2528	4200	4462	13385	1257	3447	4713	3958	15795	1281	4560	4316	5638	17878	2179	4158	7587	5150	20494	1449	6308	6174	6564	48148	5941	19521	12489	10197	40672	11647	8772	10995	9258	43149	9205	7688	14196	12440	42693	5287	15453	12618	9335	41444	4739	11976	13471	11259	39801	4430	40873
Lợi nhuận gộp###Gross profit	2195	1481	7188	1904	1379	2726	1198	5719	981	1752	1936	992	4315	583	666	1510	1060	3904	653	1061	1184	1013	3296	455	1293	1018	540	3259	274	560	1072	1354	3146	-60	973	1618	1025	4041	197	1201	1554	1089	2677	-422	1174	931	994	5027	834	1357	1504	1332	5687	739	1153	1711	1703	6708	333	3025	1903	1447	8313	469	2602	2632	2609	10628	1449	9424
Doanh thu hoạt động tài chính###Financial activities Revenues	101	1	455	83	64	276	32	743	323	96	321	3	633	189	160	282	2	691	313	37	182	158	892	322	118	294	158	1043	473	106	237	227	1197	455	129	299	289	1582	459	535	239	349	1013	476	380	147	11	49	15	24	7	3	32	411	8	12	5	36	6	20	4	6	33	13	6	7	7	25	10	26
Chi phí tài chính###Financial Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	8	84	121	165	694	161	86	158	288	852	256	412	155	29	329	63	86	95	84	940	129	576
Chi phí bán hàng###Selling Expenses	18	23	60	36	0	20	4	95	40	18	16	21	45	5	0	40	0	73	19	0	34	21	31	4	11	17	0	70	24	31	15	0	23	10	0	13	0	42	12	16	6	7	53	19	13	12	9	71	9	38	20	4	59	15	16	14	15	85	24	17	32	12	78	23	22	18	15	62	17	61
Chi phí quản lý doanh nghiệp###Managing Expenses	1283	1461	5480	1495	1229	1548	1227	4837	1014	1526	1012	973	3313	508	764	1055	986	3275	550	690	904	1065	3567	722	862	1439	664	3669	656	636	903	1474	4117	852	1055	1291	1224	4915	910	1489	1133	1382	5353	1450	1566	1367	970	3846	1201	902	972	771	3741	1142	789	955	849	3720	468	1271	1104	862	3673	819	927	908	965	3769	769	3321
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	995	-1	2104	456	214	1434	-1	1530	250	305	1228	0	1589	258	62	697	76	1247	397	409	427	85	590	51	539	-143	34	563	67	-1	390	107	193	-467	47	613	90	666	-266	230	654	48	-1716	-1414	-25	-301	25	782	-368	356	397	396	1225	-168	271	597	556	2088	-409	1345	615	550	4267	-423	1573	1618	1553	5883	545	5493
Thu nhập khác###Other incomes	0	1	8	1	7	0	1	284	7	10	0	0	1	2554	4	1194	10	399	2721	87	1195	22	3733	2498	805	391	40	3825	2455	825	503	42	2726	2038	321	224	38	3491	3076	153	183	79	1905	1500	86	316	3	971	964	2	1	4	961	926	24	6	5	717	600	9	101	8	518	511	3	1	3	210	170	519
Chi phí khác###Other Expenses	0	0	93	57	3	33	0	7	7	0	0	0	84	2295	66	901	86	171	2521	274	967	107	2686	1786	660	74	74	2351	1805	504	2	39	1317	1123	168	14	24	2488	2444	7	14	24	57	47	8	-2	4	64	56	4	0	4	84	84	-12	0	12	171	120	32	2	17	88	88	0	0	0	97	97	105
Lợi nhuận khác###Other profits	0	1	-85	-57	4	-33	1	277	1	10	0	0	-83	258	-62	293	-76	228	200	-187	228	-85	1047	711	145	316	-34	1474	650	321	500	3	1409	915	153	210	14	1003	632	146	169	56	1848	1453	78	318	-1	907	908	-2	1	0	877	842	36	6	-7	547	479	-23	99	-9	431	424	3	1	3	112	73	414
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	995	0	2018	399	218	1401	0	1807	251	314	1228	0	1506	517	0	990	0	1475	597	222	656	0	1637	762	684	173	0	2038	717	320	891	110	1603	449	200	823	104	1669	366	376	823	104	132	39	53	16	25	1689	540	354	399	396	2102	674	307	603	549	2634	70	1322	714	541	4698	1	1577	1619	1555	5995	618	5907
Chi phí thuế TNDN###Corporate Income Tax Expenses	209	0	443	96	54	293	0	379	56	66	251	0	326	114	0	212	0	403	171	44	187	0	381	187	0	46	0	475	176	70	202	28	411	123	50	0	0	303	0	0	0	26	36	10	13	4	6	437	150	89	100	99	186	58	27	53	48	370	1	194	100	75	658	0	220	226	217	840	0	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	209	0	443	96	54	293	0	379	56	66	251	0	326	114	0	212	0	403	171	44	187	0	381	187	0	46	0	475	176	70	202	28	411	123	50	136	26	303	75	26	136	26	36	10	13	4	6	437	150	89	100	99	186	58	27	53	48	370	1	194	100	76	658	0	221	227	218	840	87	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	787	0	1575	303	164	1108	0	1429	195	248	977	0	1181	402	0	778	0	1072	426	178	468	0	1255	575	684	127	0	1562	541	250	689	82	1191	326	150	687	78	1366	291	350	687	78	96	29	39	12	18	1252	391	266	299	297	1916	616	280	550	501	2264	70	1128	614	466	4040	1	1356	1392	1338	5155	531	5907
---Cac Chi So Tai Chinh---																																																																						
EBITDA	-0.03	-0.06	-0.15	-0.15	-0.09	-0.10	-0.03	0.19	0.19	0.11	0.13	0.56	0.19	0.19	0.50	1.10	0.22	-0.27	-0.27	-0.54	-0.70	-0.19	0.24	0.24	0.65	0.97	0.94	0.95	0.95	0.60	0.48	0.61	-0.45	-0.45	-0.41	-0.31	-0.32	-0.49	-0.49	-0.37	-0.18	-0.11	0.49	0.49	0.44	0.37	0.61	0.57	0.57	0.73	0.69	0.60	0.55	0.55	0.24	0.36	0.48	0.68	0.68	1.05	1.07	1.14	0.01	0.01	-0.02	-0.05	-0.06	2.18	2.18	0.00
Giá giao dịch cuối quý###Last Price of Quarter	8.00	7.20	8.77	8.77	8.77	9.69	9.69	8.86	8.86	8.86	7.59	5.72	5.33	5.33	6.66	6.66	6.43	7.64	7.64	8.97	5.34	7.56	10.77	10.77	10.35	10.35	10.01	4.66	4.66	5.57	4.86	4.73	3.93	3.93	4.77	3.58	3.22	3.21	3.21	2.83	2.83	2.45	2.54	2.54	2.88	2.93	3.37	4.30	4.30	4.73	6.39	4.39	4.80	4.80	5.48	4.98	4.20	4.62	4.62	7.54	3.83	7.43	17.29	17.29	13.25	12.44	15.70	5.76	5.76	0.00
