CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	 2008	 2007	 2006
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	147771	150111	152451	152451	154791	157143	159536	161977	161977	164419	165774	167134	169551	169551	171773	174239	175885	177878	177878	179406	181873	184237	186708	186708	189168	191652	190655	193085	193085	195535	194894	197294	199704	199704	202113	204523	206933	203590	203590	205078	201590	203825	206049	206049	192794	194738	196660	198041	198041	161515	162267	151401	152809	142529	145969	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	172049	171773	171677	171677	171325	173322	172908	172908	172908	173146	173274	173518	167826	167826	168128	168128	168358	168358	168358	162615	162615	157861	157861	157861	157860	157860	157835	157835	157835	157835	150635	145235	139835	139835	139835	139835	139835	139835	139835	139835	139835	139835	139835	139835	139835	139835	139835	139835	139835	139835	167962	172278	167478	163374	138847	95140
Tài sản dài hạn khác###Other long term assets	6296	6570	6765	6765	6712	6857	6672	6573	6573	6733	6796	6669	5456	5456	4958	453	599	745	745	355	419	398	237	237	191	184	180	203	877	1049	1040	1094	1008	1008	926	932	775	672	672	524	345	377	322	322	483	522	554	610	610	372	377	394	456	419	2186	1415
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	676685	697928	691050	691050	685736	669012	671025	688254	688254	679811	672945	695799	685044	685044	679085	674174	675186	663186	663186	657623	646296	649163	603620	603620	598259	591861	595546	592612	592612	590806	567195	578840	567280	567280	555839	551597	560238	551554	551554	548082	510496	514629	507659	507659	503700	515948	520422	491149	491149	474078	462292	464404	448396	448559	380823	290623
Nợ phải trả ###Liabilities	416032	416710	418291	418291	420726	412713	424876	417663	417663	420215	419563	424827	416287	416287	418599	420246	431216	399434	399434	400950	396335	407631	388475	388472	387704	386678	386001	386626	386626	389888	370358	384523	362718	362718	355088	355061	368745	361903	361903	353923	366459	368802	364949	364949	357604	373592	367303	348880	348880	314361	319704	320114	306239	305794	243852	255172
Nợ ngắn hạn###Short term Liabilities	24883	24801	25177	25177	26312	25763	35748	24409	24409	27636	24915	28877	23839	23839	24017	23700	39027	23121	23121	22807	23814	38912	22640	22637	22993	17515	8540	17046	11087	11621	9465	20128	15978	15978	14786	15511	26385	29875	29875	19451	28898	29414	26575	26575	21417	35422	29758	29440	29440	9799	12789	309705	295337	293749	243708	254067
Nợ dài hạn###Long term Liabilities	391149	391908	393115	393115	394414	386950	389128	393254	393254	392579	394648	395950	392448	392448	394582	396546	392189	376313	376313	378143	372522	368719	365836	365836	364711	369163	377461	369580	375540	378267	360893	364395	346741	346741	340302	339550	342361	332028	332028	334471	337561	339388	338374	338374	336186	338170	337545	319440	319440	304561	306915	10408	10902	12045	144	1106
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	260654	281218	272759	272759	265010	256299	246150	270591	270591	259596	253382	270972	268757	268757	260486	253928	243970	263751	263751	256672	249960	241532	215145	215148	210556	205183	209545	205986	205986	200918	196837	194317	204562	204562	200751	196535	191493	189651	189651	194160	144037	145827	142710	142710	146096	142356	153119	142269	142269	159717	142588	144290	142157	142765	136972	35451
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	2948	0	0
Vốn chủ sở hữu ###Owners equity	260654	281218	272759	272759	265010	256299	246150	270591	270591	259596	253382	270972	268757	268757	260486	253928	243970	263751	263751	256672	249960	241532	215145	215148	210556	205183	209545	205986	205986	200918	196837	194317	204562	204562	200751	196535	191493	189651	189651	194160	144037	145827	142710	142710	146096	142356	153119	142269	142269	159717	142588	143892	142157	139817	136972	35451
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567195	578840	567280	567280	555839	551597	560238	551554	0	548082	510496	514629	507659	507659	503700	515948	520422	491149	491149	474078	462293	464404	448396	448559	380823	290623



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	 2007	 2006
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	61231	85912	384577	104397	95709	101068	83404	398488	102706	103437	100243	92102	335016	90462	80749	82054	81750	293946	79063	74440	70084	70358	372331	88286	92843	101921	89281	507015	128515	142920	121126	114454	444429	111843	110824	113102	108660	392609	108078	94496	93111	96925	344244	94912	89679	89239	70414	216201	60791	53985	53307	48118	164516	60791	44669	38151	31902	169362	117883	94713
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doanh thu thuần###Net Sales	61231	85912	384577	104397	95709	101068	83404	398488	102706	103437	100243	92102	335016	90462	80749	82054	81750	293946	79063	74440	70084	70358	372331	88286	92843	101921	89281	507015	128515	142920	121126	114454	444429	111843	110824	113102	108660	392609	108078	94496	93111	96925	344244	94912	89679	89239	70414	216201	60791	53985	53307	48118	164516	60791	44669	38151	31902	169362	117883	94713
Giá vốn hàng bán###Cost of goods sold	52183	75560	342348	91628	85391	90474	74855	354045	90670	91824	89039	82512	293707	80587	70259	71438	71423	253096	68282	63995	59644	61175	332165	79112	83045	88319	81689	475749	119137	134189	115305	107118	416925	104963	103099	105879	102984	367363	101882	86278	88387	90816	320036	89572	83816	82718	63931	196239	56131	48690	48499	42919	142120	56131	37522	32641	28024	144825	91238	75844
Lợi nhuận gộp###Gross profit	9048	10352	42229	12770	10318	10594	8548	44443	12036	11612	11204	9590	41309	9875	10490	10617	10327	40850	10781	10445	10440	9183	40166	9174	9798	13602	7592	31266	9379	8731	5821	7336	27504	6880	7726	7223	5675	25246	6196	8217	4724	6109	24208	5340	5863	6522	6483	19963	4660	5295	4808	5200	22396	4660	7146	5510	3878	24537	26645	18869
Doanh thu hoạt động tài chính###Financial activities Revenues	5176	5361	18511	5178	4893	7362	1079	17507	7837	1363	7088	1219	15891	4828	3273	4623	3166	14605	4447	3035	4503	2619	10681	3196	2197	3130	2157	9214	3071	1617	2270	2256	11584	3365	2043	3704	2472	19240	5600	2522	8857	2261	21867	4139	2860	3664	11204	25467	2417	20603	1784	663	17875	2417	898	10751	1018	25238	4988	9088
Chi phí tài chính###Financial Expenses	-276	-96	-1219	-352	-453	-414	0	918	237	129	243	308	532	302	0	230	0	388	257	120	121	10	139	21	29	39	49	366	73	86	98	109	345	116	227	2	0	0	0	0	0	0	789	0	1	740	48	297	228	26	25	17	150	228	78	49	0	3758	2309	3723
Chi phí bán hàng###Selling Expenses	2833	2567	15561	4593	3345	3718	3905	15221	4025	3453	4007	3736	14029	3789	3523	3169	3548	14564	3973	3408	3464	3719	13660	3616	3323	3262	3460	12375	3480	3091	2762	3042	10611	2660	2531	2569	2851	10973	3574	2547	2416	2436	9194	2217	2385	2267	2325	8966	2658	2101	2021	2186	8385	2658	2055	2181	2026	7972	5318	6719
Chi phí quản lý doanh nghiệp###Managing Expenses	2956	2623	9143	3919	1385	1929	1910	7425	2058	1572	1806	1988	7912	1610	1966	1489	2846	7292	1998	1656	1326	2312	7137	1698	1749	1975	1715	8517	2134	1959	2052	2372	7320	1589	1297	1603	2832	5589	1242	1309	1451	1587	5681	1955	1317	979	1430	5044	1581	1010	1173	1279	4338	1581	965	890	1036	6916	4947	2827
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	8711	10620	37256	9787	10934	12721	3813	38386	13552	7822	12235	4777	34727	9002	8275	10351	7099	33211	9000	8297	10032	5762	29913	7037	6895	11457	4524	19222	6763	5212	3178	4069	20812	5880	5714	6753	2465	27924	6981	6883	9713	4347	30410	5307	5020	6199	13884	31122	2609	22760	3372	2380	27397	2609	4946	13141	1835	31129	19059	14687
Thu nhập khác###Other incomes	0	0	32	0	0	51	3	108	1	0	100	6	1387	1386	0	1	0	28	0	0	15	13	255	1	60	109	85	201	73	34	68	27	377	165	49	99	64	1755	1683	25	22	25	521	31	134	334	22	552	61	131	327	34	233	61	57	41	58	510	215	189
Chi phí khác###Other Expenses	0	0	0	0	0	22	0	1569	0	0	3	1566	1	0	1	0	0	2	2	0	0	0	244	552	0	3	12	18	18	0	0	0	270	35	107	96	32	491	228	24	23	216	168	44	56	15	53	223	127	29	32	36	170	127	54	38	33	246	228	249
Lợi nhuận khác###Other profits	0	0	32	0	0	29	3	-1462	1	0	97	-1560	1386	1386	-1	1	0	26	-2	0	15	13	10	-551	60	106	73	183	54	34	68	27	107	130	-58	3	32	1264	1455	1	-1	-191	352	-14	78	319	-31	329	-66	102	295	-2	63	-66	2	3	25	263	-13	-60
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	8711	10620	37288	9787	10934	12750	3816	36924	13553	7822	12332	3217	36113	10388	8274	10352	7099	33237	8998	8297	10047	5775	29923	6486	6955	11563	4597	19405	6817	5246	3246	4096	20919	6010	5656	6756	2497	29188	8436	6884	9712	4156	30763	5293	5098	6519	13853	31452	2543	22862	3667	2379	27460	2543	4949	13143	1860	31392	19046	14627
Chi phí thuế TNDN###Corporate Income Tax Expenses	1779	2161	7679	2038	2224	2601	817	7672	2558	1608	2504	1002	7384	2117	1716	2100	1451	6731	1919	1681	1919	1188	7044	1569	1577	2536	1038	4335	1523	1165	726	921	5129	1332	1441	0	0	5675	0	0	0	1039	4938	964	1276	1630	1069	7849	668	5716	871	595	4024	0	0	0	0	2699	5265	4107
Chi phí thuế TNDN###Corporate Income Tax Expenses	1779	2161	7679	2038	2224	2601	817	7672	2558	1608	2504	1002	7384	2117	1716	2100	1451	6731	1919	1681	1921	1186	7068	1566	1577	2563	1038	4335	1523	1165	726	921	5129	1332	1441	1713	644	5675	1921	1503	1211	1039	4938	964	1276	1630	1069	7849	668	5716	871	595	4024	668	816	1476	465	2699	5265	4107
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	2	-24	3	0	-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	6932	8459	29608	7749	8711	10150	2999	29253	10995	6214	9828	2215	28729	8271	6558	8251	5648	26506	7079	6616	8129	4586	22879	4918	5378	9027	3560	15070	5294	4081	2520	3175	15790	4678	4216	5043	1853	23514	6514	5381	8501	3117	25824	4329	3822	4889	12785	23602	1875	17147	2797	1784	23436	1875	4133	11667	1395	28693	13782	10520
---Cac Chi So Tai Chinh---																																																												
EBITDA	0.31	0.35	0.02	0.02	-0.01	-0.08	0.35	0.21	0.21	0.18	0.34	0.12	0.46	0.46	0.77	0.36	-0.49	-0.48	-0.48	-0.16	0.30	0.61	0.70	0.70	0.65	0.60	0.39	0.48	0.48	0.43	0.38	0.55	0.47	0.47	0.41	0.56	0.49	0.44	0.44	0.48	0.27	0.21	0.25	0.25	0.31	0.46	0.87	0.74	0.74	0.93	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	13.40	12.50	14.54	14.54	13.87	13.06	11.96	10.07	10.07	10.98	11.62	12.62	11.79	11.79	13.53	11.73	9.67	8.62	8.62	8.12	7.52	7.72	6.54	6.54	6.93	7.10	7.10	6.77	6.77	6.05	6.77	6.94	5.64	5.64	5.22	4.62	4.47	4.25	4.25	4.20	4.35	4.44	3.43	3.43	4.23	4.41	5.35	6.39	6.39	8.15	9.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
