CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	 2009	Q4 2009	 2008
Lợi thế thương mại	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bất động sản đầu tư ###Real Estate Investment	8900	8900	8900	8900	8900	8900	8900	8900	8900	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	13848	4554	4554	4542	3563	3563	3563	3563	3545	3545	3545	0	0	0	0	0
Các khoản đầu tư tài chính dài hạn###Long term Finacial Investments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	10	31	43	43	53
Tài sản dài hạn khác###Other long term assets	751	852	588	733	2011	993	1743	1583	2170	3006	3459	4360	3579	3681	4026	4724	0	5919	6909	6136	4966	1480	1248	1248	1435	1445	1177	722	722	1173	1658	2088	1130	1130	1182	1230	1150	679	679	1009	1203	1061	488	488	404	484	585	474	474	315	365	264	264	0
TỔNG CỘNG TÀI SẢN ###TOTAL ASSETS	156188	171105	162834	169674	181491	185158	201938	206049	205451	204124	204029	192486	187339	187565	191076	188684	184398	193835	193800	178265	177258	167811	176308	176306	165492	161156	154502	174643	174643	160272	170580	156365	150407	149850	149202	170746	171171	154157	153833	153833	150332	160835	155251	151235	172699	182852	171190	155953	155953	154341	139213	96099	96099	53225
Nợ phải trả ###Liabilities	116284	125685	115446	122139	127084	128684	140808	144981	144513	145220	141016	129284	124037	124125	129854	129240	119970	128944	128870	116917	116973	103393	111594	111559	103419	100437	88143	108190	108148	95854	108487	91326	85316	84750	86548	110291	106674	89880	89555	95537	93596	99449	90528	86189	114825	127748	111809	97326	97326	100994	84092	43912	43912	27250
Nợ ngắn hạn###Short term Liabilities	78751	121740	111502	112141	115376	126713	132687	136765	130244	129435	127331	115975	121022	120398	125863	125342	117242	126751	125963	113832	114123	99952	109639	109116	103419	100437	88143	108190	108148	95604	107767	90606	84596	84030	84548	102291	98674	77880	77555	74737	58500	63384	55432	46689	73825	86748	79133	64244	64244	70704	54004	43797	43797	27127
Nợ dài hạn###Long term Liabilities	37533	3944	3944	9998	11708	1971	8121	8216	14269	15786	13685	13310	3015	3727	3991	3898	2728	2194	2906	3085	2850	3441	1954	2443	0	0	0	0	0	250	720	720	720	720	2000	8000	8000	12000	12000	20800	35096	36065	35096	39500	41000	41000	32676	33082	33082	30290	30088	115	115	123
Dự phòng nghiệp vụ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No khac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vốn chủ sở hữu ###Owners equity	39904	45420	47388	47534	54407	56474	61130	61069	60938	58904	63013	63202	63302	63440	61222	59444	64428	64891	64930	61349	60285	64418	64715	64747	62073	60719	66359	66453	66494	64418	62093	65040	65091	65100	62654	60455	64497	64277	64277	58295	56736	61385	64723	65046	57874	55104	59382	58627	58627	53347	55121	52187	52187	25975
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1928
Vốn chủ sở hữu ###Owners equity	39904	45420	47388	47534	54407	56474	61130	61069	60938	58904	63013	63202	63302	63440	61222	59444	64428	64891	64930	61349	60285	64418	64715	64747	62073	60719	66359	66453	66494	64418	62093	65040	65091	65100	62654	60455	64497	64277	64277	58295	56736	61385	64723	65046	57874	55104	59382	58627	58627	53347	55121	52187	52187	24047
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170580	156365	150407	149850	149202	170746	171171	154157	153833	153833	150332	0	155251	151235	172699	182852	171190	155953	176043	154341	139213	96099	96099	53225



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	 2008
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	19918	14249	131520	36802	26689	32542	35488	227034	77282	55264	57350	37138	208428	64311	58087	52088	33942	213588	73733	56240	45196	38419	206467	89440	39543	51267	26217	233887	89108	55375	33493	55898	231791	96900	78513	43488	34316	230710	102756	69856	41036	40391	227594	117709	65389	49540	32967	193175	97142	45673	36211	38405	187127	78242	155216
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	239	211	0	28	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doanh thu thuần###Net Sales	19918	14249	131281	36591	26689	32513	35488	226723	77282	55264	57350	37138	208428	64311	58087	52088	33942	213588	73733	56240	45196	38419	206467	89440	39543	51267	26217	233864	89084	55375	33493	55898	231791	96900	78513	43488	34316	230709	102755	69856	41036	40391	227594	117709	65389	49540	32967	193175	97142	45673	36211	38405	187127	78242	155216
Giá vốn hàng bán###Cost of goods sold	21959	13009	125504	34350	26081	32351	31968	204865	69183	50119	52479	32852	186178	58837	50135	47729	29473	192458	66739	50451	40702	34614	185558	80688	34990	46705	23176	209815	82993	48305	25936	52568	213678	89745	74356	37995	33388	218584	95972	67657	40145	38140	210777	107042	61622	47261	31208	181070	90084	44089	34503	36651	168261	68728	134356
Lợi nhuận gộp###Gross profit	-2041	1239	5777	2240	608	162	3520	21857	8098	5145	4872	4286	22250	5474	7951	4359	4469	21130	6994	5789	4494	3805	20909	8752	4554	4562	3041	24049	6091	7070	7558	3330	18113	7155	4158	5494	928	12125	6783	2200	891	2251	16817	10667	3767	2279	1759	12105	7058	1585	1708	1754	18866	9514	20860
Doanh thu hoạt động tài chính###Financial activities Revenues	40	4	103	53	23	16	10	29	18	1	9	1	17	11	1	2	4	43	4	3	14	21	147	6	11	33	96	417	86	110	115	106	395	74	94	121	80	327	88	18	153	68	692	41	309	199	144	1031	32	57	462	480	1170	477	413
Chi phí tài chính###Financial Expenses	1990	1547	6487	1556	1649	1984	1297	7070	1759	1842	2026	1443	6836	1804	1722	1676	1633	6081	1569	1568	1525	1418	5171	1398	1373	1301	1099	5203	1306	1325	1333	1239	4783	1324	1307	976	453	3603	1124	967	942	570	1627	264	344	423	596	526	485	43	84	29	25	0	0
Chi phí bán hàng###Selling Expenses	434	468	3238	1557	641	922	652	3369	1190	873	918	735	3911	1066	889	953	1004	4558	2247	837	819	655	3830	2135	671	583	440	4368	1107	1546	1269	446	4296	2467	601	674	555	2512	743	553	573	642	3011	2007	574	558	555	2254	579	529	769	379	2898	1003	3994
Chi phí quản lý doanh nghiệp###Managing Expenses	1028	1531	11511	6346	1601	1912	1644	9480	2616	2306	2639	1681	9049	2402	2562	2275	1571	7246	2014	1916	1867	1448	6429	2252	1465	1654	1058	6184	1582	1747	1959	895	4577	1475	1000	1086	803	3624	1130	740	898	857	3879	1965	688	983	802	3271	1723	797	730	594	3644	1886	3062
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	-5453	-2304	-15356	-7165	-3261	-4640	-64	1969	2552	124	-702	428	2471	212	2779	-543	264	3289	1168	1470	296	305	5626	2973	1056	1058	540	8711	2182	2561	3112	856	4852	1964	1344	2878	-802	2714	3874	-42	-1369	250	8993	6471	2470	513	-50	7085	4303	274	586	1233	13469	7102	14217
Thu nhập khác###Other incomes	-64	336	2828	296	1193	1152	188	1134	736	59	217	122	4150	2808	83	893	297	4634	3208	276	660	602	2421	770	1071	213	439	2841	436	813	937	676	6209	1352	1659	1487	1180	9585	3381	2739	2649	816	6335	2183	1229	1530	1393	5166	2390	1157	1276	816	2095	1272	1163
Chi phí khác###Other Expenses	0	0	50	3	0	0	47	85	80	5	0	0	230	129	83	3	15	42	-52	77	-180	196	523	50	392	16	138	201	0	201	20	0	216	0	0	58	159	364	0	264	100	0	365	2	5	23	336	361	344	17	0	0	55	0	0
Lợi nhuận khác###Other profits	-64	336	2778	293	1193	1152	141	1049	656	54	217	122	3921	2679	0	890	282	4592	3260	199	840	406	1898	720	680	197	301	2640	436	612	917	676	5993	1352	1659	1430	1022	9221	3381	2474	2550	816	5969	2182	1224	1507	1056	4805	2046	1140	1276	816	2040	1272	1163
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	-5516	-1968	-12578	-6872	-2068	-3488	76	3018	3208	178	-485	550	6391	2891	2779	347	547	7881	4428	1669	1136	712	7525	3693	1736	1255	841	11351	2617	3173	4029	1532	10845	3315	3003	4308	219	11935	7256	2432	1181	1066	14962	8653	3694	2020	1006	11890	6349	1413	1863	2049	15509	8374	15380
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	-160	0	0	-95	15	659	642	37	-97	110	1279	578	556	70	110	1584	888	349	215	158	1688	813	382	276	185	2556	427	698	1007	383	2686	795	751	0	0	2298	0	0	0	267	2924	2163	924	505	252	2616	1587	353	466	512	1529	0	1993
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	-15	15	842	642	37	-97	110	1279	578	556	70	110	1584	888	349	215	158	1688	813	382	276	185	2556	427	698	1007	383	2686	795	751	1077	55	2298	1128	608	295	267	2924	2163	924	505	252	2616	1587	353	466	512	1529	1047	1993
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	-160	0	0	-80	0	-183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	-5516	-1968	-12418	-6872	-2068	-3393	61	2359	2567	142	-388	440	5112	2313	2223	277	437	6296	3540	1320	921	554	5837	2881	1354	979	656	8795	2191	2475	3022	1149	8159	2520	2252	3231	164	9637	6128	1824	885	800	12038	6490	2771	1515	755	9274	4762	1060	1397	1537	13981	7327	13387
---Cac Chi So Tai Chinh---																																																							
EBITDA	0.82	-0.14	-0.52	-0.52	0.31	0.54	0.07	0.44	0.44	0.20	0.33	1.30	0.85	0.85	1.48	0.87	0.79	0.65	0.65	0.23	-0.03	-0.29	-0.29	-0.29	-0.23	-0.20	-0.14	-0.29	-0.29	-0.50	-0.43	-0.27	-0.36	-0.36	0.21	-0.01	0.22	0.35	0.35	0.23	0.30	0.00	-0.45	-0.45	-0.04	-0.09	-0.01	0.07	0.07	-0.45	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	5.60	8.00	8.10	8.10	8.10	9.90	13.40	12.00	12.00	18.50	14.45	12.49	9.70	9.70	13.61	11.19	9.55	7.37	7.37	8.74	7.93	7.86	7.50	7.50	8.66	7.57	9.08	11.53	11.53	6.76	7.08	6.92	6.97	6.97	4.90	4.44	4.38	3.93	3.93	3.93	4.38	3.75	3.84	3.84	3.34	4.45	5.90	6.33	6.33	6.76	9.07	0.00	0.00	0.00	0.00
